"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"32ba08e7-f556-4933-bf83-b56b56262ceb","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1502"
"5026af70-b984-4f3c-8d00-e9ddbcfd58ac","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Rough-in"
"7610413c-4767-4c32-8ae8-aa3d28c18af3","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Rough-in","Waste & Vent Installation"
"b1bf5bfc-2032-4311-9cb0-394aa1756dea","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"91217328-7f62-4774-92d9-c42d8cff4dd9","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"281def3e-8fd1-4b76-b6b3-4d66deaedb53","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off"
"21b491a5-5197-43cb-bc58-f4ad59bd794b","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Toilet & Cistern Installation"
"a010d192-4b74-4a3a-96e9-3691501948db","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"b8bb06cd-529e-47f1-a2a7-be8b0d5232d1","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Shower & Tapware Installation"
"2a47b813-3c8e-4993-bcfe-b55f15880a38","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Bath & Tapware Installation"
"d665e1e2-9608-4490-9b27-3e86b52d0afc","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"2f6eff0e-4eda-4e89-bce1-172a7c10d6e5","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Dishwasher Installation"
"264806b2-2504-43da-8bf1-e35381e1293a","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"43e83e1f-4c4a-4d4d-b22f-7ffb417461cf","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Washing Machine Stops Installation"
"875d2ab3-217b-4bb6-aa06-be4226385163","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Tundish Installation"
"f6889c72-156e-415f-bbd9-af92d4e619ee","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Hose Tap Installation"
"cc498b7d-4468-4c63-81c9-42dd72d5f47c","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Gas Appliance Installation"
"71dacc10-fa9b-40f1-b30b-d314127a6da5","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Fit-off","Hot Water Unit Installation"
"d2d033a4-22aa-40db-8149-fe476016770b","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Testing"
"0df52926-de48-4bc8-ae09-39574599338c","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Testing","Testing Drainage Pipework (Hydrostatic Test)"
"7f784bc7-98cc-46c9-82fa-e18e4980be4f","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Testing","Testing Potable Water Pipework"
"e5a30e91-e99a-4c9f-b2a2-165aededd859","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Testing","Testing Gas Service"
"57860439-960a-45a2-ba99-2e918958f1c6","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Commissioning"
"b89f4c56-419d-4ca2-b000-305f2a81dadf","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1502","Plumbing Services Commissioning","Commission Fixture Group"
"d4640fe2-6838-453f-a7fc-9bd6d5628286","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1503"
"5a0b22ab-aad2-4d20-8956-95cccf26e9f4","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Rough-in"
"d85b1c25-ef48-4986-b12d-cdfdc38f2349","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Rough-in","Waste & Vent Installation"
"d91d4105-4540-4054-9460-0de83214f158","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"b7d14fb0-f081-4a7f-936d-550d97976139","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"4ead3676-c3ac-4471-a9a8-e5c011a1652f","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off"
"aaec9161-4364-46cb-a026-063ab250f6c7","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Toilet & Cistern Installation"
"c1eb2f79-3ccd-4eae-8951-8367f1a828c9","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"f83072d0-f760-4dd5-b81a-d1c8864ca08f","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Shower & Tapware Installation"
"4daee465-77f1-43b1-b337-94a55bf68a00","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Bath & Tapware Installation"
"6658f1c5-acb4-49c7-baf7-cbdfc4310688","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"4e3a3c7f-32c8-4eb7-815c-9dd7135824b6","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Dishwasher Installation"
"8939bf86-6eca-4d8e-b867-7ecc8c491938","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"0c53b1b5-8b70-4143-8246-461bd71acfc6","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Washing Machine Stops Installation"
"f5a79a1b-89b1-4e3a-9d0a-eae03469dbda","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Tundish Installation"
"c6b70072-53cd-435e-b3e4-2a5a843c2cc0","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Hose Tap Installation"
"0f262862-eede-41bc-b316-247495075b84","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Gas Appliance Installation"
"7248fbec-4146-4156-959c-7e8cdf17ec2e","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Fit-off","Hot Water Unit Installation"
"07e5f595-306b-4ac5-9f0c-30192b47649d","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Testing"
"10737f7f-836b-441e-9ff9-40772cf28740","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Testing","Testing Drainage Pipework (Hydrostatic Test)"
"9c83145b-ea15-481e-a613-fd44bcd89614","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Testing","Testing Potable Water Pipework"
"a43ac96f-af3b-4ef0-9c24-a207141bceaf","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Testing","Testing Gas Service"
"b9153baf-cb82-421f-89cf-84c4a3624984","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Commissioning"
"1567371c-51c1-44c4-ab7d-971ca4fb1b00","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1503","Plumbing Services Commissioning","Commission Fixture Group"
"4db63c3e-922e-4983-b542-72470b3bf0a8","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1504"
"fd7246da-75a6-4d7a-93fd-5e76824f54a9","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Rough-in"
"13af2a2d-0391-4fb9-ac81-93ef661f2d14","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Rough-in","Waste & Vent Installation"
"91ef755d-0920-4411-b63b-2216e172303c","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"9fb5d3d9-7b63-4565-a1ec-07b6fb60a2d4","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"980d6487-7cab-4f8c-8faf-ed7395719582","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off"
"cfac8e15-d5e9-47b6-91b9-ae377ffd18a5","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Toilet & Cistern Installation"
"14100889-3228-40d7-9ca2-ebb4d4cc727f","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"07f625a6-a5f7-4567-8d55-368aa5d009e1","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Shower & Tapware Installation"
"e49073a7-8a07-4299-8e4c-b1602a617aea","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Bath & Tapware Installation"
"e637538f-3012-4cc9-8243-a83272c325af","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"e7c536f7-ea97-4939-869d-315ccb0dbd7e","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Dishwasher Installation"
"bb1dc68e-0806-4ef7-ab20-12a388718d7e","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"082b3781-739d-4581-bfb1-3efa02e67f1f","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Washing Machine Stops Installation"
"fc12f95d-a881-4c46-9062-e87e16ccf176","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Tundish Installation"
"dded9d12-27b7-44e8-9a05-e577b5da6f30","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Hose Tap Installation"
"e5d0156b-ab2d-4934-ae60-d0fd65be20e0","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Gas Appliance Installation"
"16bfe143-8940-4755-8106-bc3b7ac660eb","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Fit-off","Hot Water Unit Installation"
"3e04bb5d-4ef8-459d-a983-35f7a9aa72e1","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Testing"
"b837a8a8-87f9-4a10-b959-e62afdbd2b36","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Testing","Testing Drainage Pipework (Hydrostatic Test)"
"dbde53af-d43b-4767-b3e5-87df67660f63","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Testing","Testing Potable Water Pipework"
"bd5d0215-b821-49ed-bc54-cf2a8119f67b","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Testing","Testing Gas Service"
"e1a41d78-1a05-4939-adf5-05214e90f29f","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Commissioning"
"2dbbcf45-8f45-41b6-a95d-7fa600e71658","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1504","Plumbing Services Commissioning","Commission Fixture Group"
"512bb26b-e958-4cb4-aa9b-28c443a6410b","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1505"
"de3c4ef2-72aa-4a5f-8d32-f27a2c75fbe3","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Rough-in"
"ec53f7b6-c67c-4151-aa27-099351766583","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Rough-in","Waste & Vent Installation"
"3442b748-09ce-4e01-b74b-449b8c6149b1","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"146a3eb3-7440-451a-bfac-d76be361e9ce","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"e0355350-55e9-456d-b9bd-f6a9968aa0d0","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off"
"04bd6cc0-560f-4533-93be-f2149d3b28f9","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Toilet & Cistern Installation"
"5e7a29b1-df25-4b47-8476-822a30296374","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"2b3b4e76-3d89-4002-920c-1cc9757bd7e2","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Shower & Tapware Installation"
"45c279af-b578-45a7-a0fe-258c28c2637b","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Bath & Tapware Installation"
"ba7a28de-b3c6-480c-b96b-b524e419ae9e","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"3e9af23d-f17f-481f-83ea-3a2c39de0cd7","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Dishwasher Installation"
"9d3d668f-14b6-4565-ab1d-c05577c8e455","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"02de0b48-a189-4568-a702-b1c516cc5862","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Washing Machine Stops Installation"
"a7fbed2a-0ee6-4758-87b2-ab4d26c11731","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Tundish Installation"
"f697303f-f0af-46b3-81fe-3649f7c29731","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Hose Tap Installation"
"c428de2d-a498-4b92-8a64-844f2255f47d","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Gas Appliance Installation"
"2a7a1621-4ea9-4141-a298-171f2568b697","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Fit-off","Hot Water Unit Installation"
"a6138d2b-366e-486a-a916-ea0e6a5bb5af","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Testing"
"b7d1ec2e-d2f9-446b-9b37-1ae72d9fea65","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Testing","Testing Drainage Pipework (Hydrostatic Test)"
"0e1c8d1a-640b-44c9-a91d-1863670a72ff","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Testing","Testing Potable Water Pipework"
"fac1bf76-9ccb-4fb7-86d8-de38e7f9d36c","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Testing","Testing Gas Service"
"d92f40d2-46e0-409c-8825-5de902618d46","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Commissioning"
"82ecdf42-808b-4190-9c99-a85717868ab9","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1505","Plumbing Services Commissioning","Commission Fixture Group"
"91612af8-d376-487c-a48e-00bac3723ab0","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1506"
"1c8c9188-2d06-4110-bfa9-187246a818ab","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Rough-in"
"0f8f6563-1c42-4a63-a571-49d01eb824fd","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Rough-in","Waste & Vent Installation"
"44182c84-9012-4221-ba28-3500b3a4f80d","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"38eedc93-b31d-43ae-9714-525fbef0c1b4","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"a2001c2f-0f0e-4cdb-894f-47cb4681935c","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off"
"99c87b2e-db2c-4e3a-903a-3d31dae77a2f","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Toilet & Cistern Installation"
"ef33804a-4ff7-49b6-a633-3c9a2008063e","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"d11e84df-20e9-4235-a8a8-069cb341ab97","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Shower & Tapware Installation"
"86ba7a11-5514-45e3-8c23-1111875fb2af","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Bath & Tapware Installation"
"ff014fbe-9a4e-4111-b3e5-c43e9b27f21f","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"0fabcc4e-1622-427f-aff0-d5a571b91865","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Dishwasher Installation"
"6d7314ab-6f12-4c1d-903e-39262cf3d5f7","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"855ae34e-7780-4828-a12b-c5a2181844a2","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Washing Machine Stops Installation"
"123461ad-2251-4cb6-a16c-41b624924fea","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Tundish Installation"
"95eb6fc5-49ca-4552-9013-c73ac76dbc63","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Hose Tap Installation"
"54b81b57-5ddb-4125-8770-758c35680430","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Gas Appliance Installation"
"34e4a518-d94a-43a1-bcee-47686dac2afd","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Fit-off","Hot Water Unit Installation"
"5bd789e1-4cd4-44e8-bfb3-1a8ca3962ea2","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Testing"
"1e3e7b73-4ac5-4187-ace6-c350fe0e9266","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Testing","Testing Drainage Pipework (Hydrostatic Test)"
"f9c86026-d369-4f0a-bb30-bb246d8e5eb9","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Testing","Testing Potable Water Pipework"
"fe5fcdd5-2851-41f3-8569-ef015ca305fa","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Testing","Testing Gas Service"
"853d9ce9-b858-4a87-aa6a-a79aa1c0c862","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Commissioning"
"4581a811-7fb4-495c-b24d-f6a4a4ac8ed5","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1506","Plumbing Services Commissioning","Commission Fixture Group"
"e83352d1-a625-4756-affa-1676258711a3","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1507"
"dc11045c-5847-43fb-b076-06d7f9f67c5b","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Rough-in"
"d9868c6e-ab33-424a-9dcf-3afd7a35fbc3","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Rough-in","Waste & Vent Installation"
"78aeb2ec-76a4-4cf7-9a19-72cec061d836","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"17f7a9f5-ca40-40d4-b7f0-0642cc1568e3","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"f76ca992-b5eb-465f-9e63-b56c41318279","","pass","","folder","TRUE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off"
"bef29c70-6d22-4b57-95c9-54d63ea78f48","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Toilet & Cistern Installation"
"43cb0d51-3100-4983-ad99-375742d7ca27","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"64b763c4-b3a8-4e4b-b0b0-c0309ea0878a","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Shower & Tapware Installation"
"c20d1f0e-35f7-4d3d-9c1f-a6e8ec9826e5","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Bath & Tapware Installation"
"55e0bb4a-8901-4745-8c29-c243abdbe7be","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"9cc395ab-e86f-4d65-b203-9f74281d8109","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Dishwasher Installation"
"3127654c-e2f1-4c56-9135-405c867591cb","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"54964cfa-e12f-41ef-953f-ee977ae6b0aa","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Washing Machine Stops Installation"
"5a2ebb01-9788-4f5a-918f-5cce9314ae66","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Tundish Installation"
"068083a5-ce08-4af6-8454-fa3e32321b29","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Hose Tap Installation"
"4d14a689-50ad-4dce-8c72-981e27967789","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 15","Lot 1507","Plumbing Services Fit-off","Gas Appliance Installation"
