"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d6b4be16-3cc1-464f-8a0b-2d58d49f0d55","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"d646787a-da75-5ec3-a365-ef6f32f1005c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"58d55353-e0af-4656-95e8-995547f30da7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ab93e1d5-55cd-4db9-b37d-1a5f33c158ef","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"b05b53f4-47ea-5b3d-9cbb-34eff74cf91b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"d7a74365-dc60-5cb7-9c5d-bc99de4974e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"a3697f4d-887c-58f2-830f-23898e980322","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"38ba44de-5d49-58bb-8c31-8fef9356b220","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"4d85f23e-5fe9-4c9a-a238-a430f40a8e90","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 50"
"9730e462-84bc-455e-b76b-16210fdc03ec","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -1"
"9c68dc5f-a750-5aea-a2ad-aa2411d78073","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"81d9f612-3f44-5599-ae68-96b90bddcb8f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -108","Post Pour Check"
"81582bb1-1b1f-5ff7-8e67-4da7a37daad6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -108","Post Pour Check","Edge Detail"
"b81f3ebf-d152-53dc-8dd3-9638b65b4832","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -108","Post Pour Check","Bar Projections"
"98940738-71b3-55d8-a40c-b84f598a3e56","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -108","Post Pour Check","Cast in items"
"2ce41b38-3f69-5295-89ae-443bcf528d29","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -108","Stripping and Stacking"
"dc57cfa9-a13d-5e11-967b-d7e99712e232","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -108","Stripping and Stacking","Stripping & Stacking"
"9b6d2607-beab-45e8-8237-2b4943cdbef0","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -109"
"1d27827d-c4ce-53c2-9cac-62ce088cec7d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check"
"9dd28cdf-9d56-5454-a979-bea9005ed14e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Dimensions"
"880b8dab-8aaa-59b5-9f58-c8c06b2f6d84","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Mould Clean"
"e199b63e-995f-5f3b-902a-16346a27f2ce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Mould Oiled"
"8c1de9e9-91d7-5efd-8ec5-0c7b500a8e77","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Mould - Workmanship"
"1978172e-cfec-5902-afeb-211867b9034c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Reinforcing"
"b5805ba5-fbeb-5659-8c58-b9e203381263","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Cast In Items"
"c31d8afe-2392-5b5b-bf72-6cce6836444d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Marker Position and No."
"d9048752-8530-50f4-ad50-0bc3232cd3df","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Pre-Pour Check","Make mould to Green Status"
"e0ed8935-f492-52d9-8dbc-cc41a39d3fbc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Concrete Works"
"aaf034bc-9d95-55cd-bb52-889735ab2e09","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Concrete Works","Concrete Works Details"
"fd90c6d5-6896-5fb5-a4b8-96239e05507e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Concrete Works","Wilco Sample Taken"
"f85586df-98b7-5ee1-b86d-2392f0f58b1f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Concrete Works","Bridgeman Sample Taken"
"c0bc8f2c-3185-55ed-aea5-12ec1e8026be","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Concrete Works","Supervisor Approval"
"77a03adb-d7d3-5bce-8690-3fd1b8ec3211","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Post Pour Check"
"b8c4fa44-05c1-536c-aaef-4be5f1bddeaf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Post Pour Check","Edge Detail"
"6eac9c81-a7da-5b54-b7f9-db7a20227206","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Post Pour Check","Bar Projections"
"6daf2f4b-52ae-5d3f-a3a5-f80c006a67b1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Post Pour Check","Cast in items"
"362ecc4e-10db-5a32-a245-206ba07690bb","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Stripping and Stacking"
"ee2630c8-16af-5ad9-b495-ed4012059cd0","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -109","Stripping and Stacking","Stripping & Stacking"
"f0b6600b-a907-4cfd-8691-563ae7c523c2","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -110"
"a91575c2-f2b1-55e8-aa2c-194fc8dc7e6f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check"
"3cd6a649-2a2f-530e-81ed-6154c9297af4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Dimensions"
"011cf827-9dd0-51a4-8862-88d1d1907d05","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Mould Clean"
"db699bbe-4285-5a44-837f-151efa53d753","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Mould Oiled"
"21dc90a7-2426-5d31-8e0e-7ad10b90916c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Mould - Workmanship"
"c013c4f1-5d24-5c55-b770-0818d1f9627e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Reinforcing"
"798ff412-6e89-5948-8321-b7e6f36f3750","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Cast In Items"
"e11d5ae8-646a-5958-8953-01875b668830","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Marker Position and No."
"63ab7b45-5b0f-5b35-a995-7a0f5b35b4da","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Pre-Pour Check","Make mould to Green Status"
"ffb0138e-d4f0-5c47-848e-79baca480890","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Concrete Works"
"41167f04-3a5c-5d8d-9c6f-1faf8a0b95b0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Concrete Works","Concrete Works Details"
"ef621b9d-f93c-5444-83be-3d42549a741c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Concrete Works","Wilco Sample Taken"
"a94976b4-59cb-5394-9917-587918aeb239","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Concrete Works","Bridgeman Sample Taken"
"e6832a52-7115-5def-8306-83c83e8f5e63","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Concrete Works","Supervisor Approval"
"2a52dea0-04ee-5e3d-b775-5b408367f3ac","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Post Pour Check"
"e398079f-5322-5fc0-be46-b9a498bac9a9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Post Pour Check","Edge Detail"
"3b88a3ca-633b-5537-bb71-744c43f2aaab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Post Pour Check","Bar Projections"
"ef4c8668-9d62-50d5-9511-d3c545910556","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Post Pour Check","Cast in items"
"4711757e-62fd-53c2-ace5-8f5f010e1916","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Stripping and Stacking"
"795f19d3-2809-5086-a20f-5ffb9d605b06","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -110","Stripping and Stacking","Stripping & Stacking"
"75f8b8f0-190b-47ad-b0e5-3762275f808f","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -111"
"4e2d2cf9-270a-5592-a9b5-af5a11797369","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check"
"40c64a53-4630-5b6f-9847-2374128a586a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Dimensions"
"97b74798-8711-56b5-9d67-7819033e4e57","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Mould Clean"
"ddb015f8-7e01-5e89-9a12-b03347db18ef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Mould Oiled"
"808bdb9f-025d-5e24-8c66-35ec9b18928c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Mould - Workmanship"
"fd9e6c1c-1191-5a27-8c20-43eb9f6d9d5f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Reinforcing"
"7e7b1fc1-3034-56b5-879b-58e37c8c0456","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Cast In Items"
"769deb2b-a1d2-5209-b099-d0d8d212dbb8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Marker Position and No."
"f62a21b5-f277-53ad-93b8-8c39a8822383","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Pre-Pour Check","Make mould to Green Status"
"91f9478a-7924-5af1-952f-890bb939a1d5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Concrete Works"
"84b4b55e-8a24-51f9-a53d-f826589c6aaa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Concrete Works","Concrete Works Details"
"f383fb30-a35b-515d-87d1-314bbcb237b2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Concrete Works","Wilco Sample Taken"
"8720bfea-4df7-5247-9bee-c7d16a2d8c62","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Concrete Works","Bridgeman Sample Taken"
"ecaafd04-8faa-5c2c-b353-554cf1793507","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Concrete Works","Supervisor Approval"
"5f6b8ae2-62ff-5fb7-90d8-4ec657f8582c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Post Pour Check"
"8f9c06ee-1230-50d9-9806-aa469737c0db","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Post Pour Check","Edge Detail"
"68b0853e-1baf-58c0-9c61-97185dc7f5c7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Post Pour Check","Bar Projections"
"c1d2f4e9-6cbf-53f8-b4e9-5bf31a2e8c2a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Post Pour Check","Cast in items"
"da583be5-5a31-51d4-8f6a-970f96da0df7","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Stripping and Stacking"
"228fcb7b-4b23-54cb-941f-f13e052fdf15","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -111","Stripping and Stacking","Stripping & Stacking"
"e987dcce-4d30-462b-adc9-ec3db76fc2aa","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -112"
"bcd36c40-33a3-560d-95c9-749aa3913122","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check"
"ec0b2e34-9fd1-5676-bd6d-21c894bdc07d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Dimensions"
"38650150-cd64-56f4-b254-aa6a055f7899","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Mould Clean"
"b9b88acb-09e5-5613-9859-f3835f2834e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Mould Oiled"
"c1d1b83d-f24d-5113-8343-ac9f7b36c56f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Mould - Workmanship"
"42360df2-31db-57f7-b26c-7bc8e8629520","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Reinforcing"
"441d42b1-b4d7-519e-80a5-b7476e83d641","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Cast In Items"
"5e63471a-6a46-5208-9da5-bc66ad7f7cf1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Marker Position and No."
"38a8e503-969b-58bc-8e5c-b901939bd1a4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Pre-Pour Check","Make mould to Green Status"
"7eaf9019-55e4-5237-abe2-14fa5345c94d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Concrete Works"
"cf6b42a4-e83d-5175-bf0d-0fee5e5866a9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Concrete Works","Concrete Works Details"
"f618583d-b3d1-568d-b157-7cbd468ecb4e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Concrete Works","Wilco Sample Taken"
"d442fc6e-a7a5-53a6-9a95-717f76fe5a6c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Concrete Works","Bridgeman Sample Taken"
"2cab81b8-1e1b-507d-9b0d-eeae3c3a9b90","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Concrete Works","Supervisor Approval"
"ea4cf21d-437a-59a9-9689-c593d20babad","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Post Pour Check"
"e268d315-8b51-522b-a53c-ba52ae24bb74","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Post Pour Check","Edge Detail"
"31168544-6287-50e3-ad40-9694ca47e31f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Post Pour Check","Bar Projections"
"c7bcf013-91a8-5e90-b9b1-b90e790f0764","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Post Pour Check","Cast in items"
"424d0477-f86c-56b6-ad55-016a7bb448c2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Stripping and Stacking"
"6a164556-9abd-5bb5-91c8-276f9a3b263a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -112","Stripping and Stacking","Stripping & Stacking"
"c1ed54d9-f0bf-42e8-9daf-f04e0917dda8","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -113"
"40d1a168-adad-5fae-9ac3-44b6e7abe23c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check"
"91bb58ac-e816-5f52-9249-53b169821694","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Dimensions"
"db1ae3b5-e6d5-5d12-a4a9-c2830be5d670","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Mould Clean"
"7493ff66-372b-59bf-93dd-d31c20a2de7d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Mould Oiled"
"29f6775a-224b-591f-8793-96ffc4947b8d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Mould - Workmanship"
"6f723ff0-3314-58d5-a6de-91b39d38b89f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Reinforcing"
"7f0ad793-d5a3-5e10-adf7-9d06ba6d06f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Cast In Items"
"a6d85106-337d-58ad-9711-2ef84aa340dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Marker Position and No."
"9bcae7da-da8f-5efc-9f76-c4406045a399","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Pre-Pour Check","Make mould to Green Status"
"2c752af2-df4d-5ada-9e4d-305e761d78eb","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Concrete Works"
"88d82caa-6030-565b-883b-6cfd01aa1050","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Concrete Works","Concrete Works Details"
"4cecfbf3-1847-5607-baa7-a4ccac629df1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Concrete Works","Wilco Sample Taken"
"0976aa27-e6e8-5344-8f32-14eed612988e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Concrete Works","Bridgeman Sample Taken"
"1c38b762-f747-597f-a31b-2e3eeb817c6d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Concrete Works","Supervisor Approval"
"a8b3e4da-3b94-52ee-90b7-37efbfb433e7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Post Pour Check"
"16640f41-bfac-54f4-99de-2018e5fe750f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Post Pour Check","Edge Detail"
"2f8021e9-a413-59fd-87ba-c92482553bb9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Post Pour Check","Bar Projections"
"4938a9c2-a7dc-5a8d-b1ff-59b18757a4e3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Post Pour Check","Cast in items"
"7ee7bd76-2a77-50d7-acbc-d4d0e6d4ab77","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Stripping and Stacking"
"5796a4c4-35b8-5deb-af11-e69abce1a3c3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -113","Stripping and Stacking","Stripping & Stacking"
"18426fbe-c15a-4068-9ed3-b7cfa64aed56","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -114"
"3e2eb420-0b6a-5677-8ed8-ceba5a0310d4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check"
"4f375a2b-339e-5d36-a17a-5955f6f3ebd2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Dimensions"
"f8c73f20-6ad3-5984-b708-4172775f1d14","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Mould Clean"
"6c7f1957-bb63-5a1b-a238-3a4a41b552f5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Mould Oiled"
"09c674ee-7cf8-5b78-8c3c-3620e14ba4f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Mould - Workmanship"
"be45c7ae-3e91-51ec-a793-2b14cf09acee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Reinforcing"
"4b808c5d-1ecf-50ad-91ed-de2857e1abc7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Cast In Items"
"e238253f-b579-59e3-b7d5-e752922dc082","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Marker Position and No."
"ec6f5d1e-5a37-51e3-b946-8f17120e1c63","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Pre-Pour Check","Make mould to Green Status"
"185cb3ff-7de3-567e-993e-48da0f2307c2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Concrete Works"
"766e80fd-ee68-5b8f-87da-faf64b83b613","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Concrete Works","Concrete Works Details"
"0cf76a54-434c-59c1-9c92-4fd5df41d3a1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Concrete Works","Wilco Sample Taken"
"5a93059c-451e-5da1-b1a8-443920c07a84","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Concrete Works","Bridgeman Sample Taken"
"77e66348-2e9c-51ec-af51-f369b147f05d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Concrete Works","Supervisor Approval"
"a295b4ec-0ad5-5da9-88ae-9b9c1bb22bf5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Post Pour Check"
"1614f978-8987-5bb8-a3ce-a5a2660e3e6a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Post Pour Check","Edge Detail"
"3291e2b0-3159-5a19-a1bb-ddbd9c343743","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Post Pour Check","Bar Projections"
"c71702f3-cc1b-5460-9a64-42d2bb795b1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Post Pour Check","Cast in items"
"2d74d899-45f3-5df1-b1d6-ac62f81be976","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Stripping and Stacking"
"894328f6-2050-5f9f-815c-81f40490cf91","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -114","Stripping and Stacking","Stripping & Stacking"
"7918adc0-ed8a-4baa-aa06-72c9bad05e0f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 101 - 154","Panel -115"
"d8233d79-2126-5c1f-be35-2438eee08de4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -115","Pre-Pour Check"
"a4366a85-39d1-5516-8baf-e85410302c3e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 101 - 154","Panel -115","Pre-Pour Check","Dimensions"
