"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"23721259-6a25-50c6-b120-3ef6d0ba4306","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00829 Silo D 2023"
"1760dbfa-2c17-5e0b-b8ef-2ff60ff56ea9","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","OHS"
"ab8d76e4-62fc-5551-a18a-ba72c8354d71","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights"
"4149454d-6af5-54f1-bb5c-97b8963c8422","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Has a swms doc been uploaded"
"41bf1e26-de54-54db-8e36-df9b8c7fb63c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Do you agree to follow all procedures outlined within the attached swms"
"b7ce339a-c866-5793-a637-80b4c8f67a21","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Are there any site specific additions or omissions to add to this swms"
"8f6b2449-4681-511c-9cdc-7e1319c46321","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Working at Heights","Have you signed into the attached swms"
"9b3824a8-ddba-5737-9255-afeeb153fd83","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General"
"ec7bd970-aed7-5713-a855-1175c16b0984","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Has a swms doc been uploaded"
"79de7f42-12fa-5235-9c0b-05c0edc2be1d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Do you agree to follow all procedures outlined within the attached swms"
"43ca7b28-87b8-50db-905a-02644ddcfa7e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Are there any site specific additions or omissions to add to this swms"
"7ddece89-f3c6-5c06-b867-836bf727624e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Plumbing Works General","Have you signed into the attached swms"
"350a660f-0a96-5a24-8133-0ab0342dc3ec","","checklist-flat","pass","SWMS Checklist","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling"
"8b18a8d6-6fca-5e8b-8508-91067bca53c0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Has a swms doc been uploaded"
"c98b6245-3d75-5c01-a4ea-d31900849d3d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Do you agree to follow all procedures outlined within the attached swms"
"a5063f07-018f-5472-8afc-4bcf052c4d45","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Are there any site specific additions or omissions to add to this swms"
"8e3c9e50-3575-5a25-a6a6-e0fdab135d41","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","OHS","SWMS Checklist - Manual Handling","Have you signed into the attached swms"
"b8bf4590-2984-5365-946f-285b370e0471","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5"
"8d164543-781e-50c4-8a8a-441cbdc8c461","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5","Matt Feehan"
"6dd4e577-d04a-55e7-bbe1-edc796b073e7","","checklist-flat","pass","f67718ffc28742497595be01323080b19dc6b0ad862c0f01b5624a8a238559f9","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Matt Feehan","Take 5 Checklist - 16.11.22"
"b31233d7-ee2e-5ce5-8ab4-4124c0b24ce7","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Do you have access to appropriate emergency and first aid equipment?"
"eebd3b92-0223-5b8d-acbc-e068c9e36813","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Have you asked the person in charge about all relevant hazards?"
"3cb622ac-9a63-586a-80c1-b8615fa24520","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"120c3b29-5212-553a-835c-39ab79a8e144","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Has a safe work method statement or job safety analysis been completed?"
"569e96f0-5b2f-5c9e-83c8-9a5315b0d59b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"85bbeb3c-a49b-5ed5-bcec-cd3761631953","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"bc3576f1-d1e2-549a-8001-5ab0735e1f13","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Is there appropriate separation of vehicles and people during the proposed work?"
"75494492-df62-52c3-b972-a67cc213163a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Is all required electrical/mechanical equipment in a safe condition?"
"ee3e8173-77c4-580e-9c31-d8fd8ed7f35c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"30371f1a-e591-5c11-9f52-8419e23834c0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"afccd0f6-2998-5696-8507-bc79e0537f3d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Have you got a safe way of getting in and out of your work area?"
"1494b209-1d3d-549d-b885-b0dfa6531da6","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Have any manual handling risks been identified and assessed?"
"9fe55b62-17ac-588e-a665-c6dca5e31e00","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Any additional site specific hazards or requirements commented below"
"7f77d27d-7b03-56b1-b2d3-ec29c4d2b441","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","2.08.23","Sign off attached below"
"8f30c1dd-674e-5c62-a7a5-4db91fede24b","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23"
"87542a5e-11f7-5d3f-aae8-6f827ed721df","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Task details entered below"
"85509f9f-8240-50d6-8b58-d636179f5783","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"129a9f7a-57d5-5343-aafb-5bac93533b36","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Have you completed a site induction?"
"d5649d5c-c227-525f-a410-5ad9ab20218d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Do you know the site’s health and safety rules?"
"c426ff58-4ac8-5b35-874b-9faa37fea680","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"ec638edf-bf11-5edb-9e51-607a8ff0381b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"ceebca19-e688-5d09-8c1f-47b88a809be8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Do you have access to appropriate emergency and first aid equipment?"
"1ad43cc6-5d75-5cdd-b4cf-2fb0b18440cf","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Have you asked the person in charge about all relevant hazards?"
"2baaf032-2f9a-5aa4-adc3-822ff0104086","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"d7511dff-192a-5e37-aa76-fd7a65cd79fe","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Has a safe work method statement or job safety analysis been completed?"
"08cc6ca7-c08c-529e-818e-685384ab5375","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"27327161-2800-5fde-b745-94014b005437","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"aa4a3284-7185-5be0-a07a-a6ce47be6a8e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Is there appropriate separation of vehicles and people during the proposed work?"
"4ac44452-a714-551c-b7ff-25cc589d3843","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Is all required electrical/mechanical equipment in a safe condition?"
"64ab328e-829d-5081-a6e6-702ea2e2febd","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"fea0a642-aaf5-51d9-a663-112a040de6b2","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"45380d88-4888-59c7-9547-a373264a1c28","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Have you got a safe way of getting in and out of your work area?"
"f31b73cc-0b9c-5bab-bda2-91aa8ae2acfb","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Have any manual handling risks been identified and assessed?"
"bf6b61e4-3c4b-55a3-88a9-be8513d5992c","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Any additional site specific hazards or requirements commented below"
"d1f4c55b-5718-510a-aa4f-9374059a2b48","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","3.8.23","Sign off attached below"
"06d70552-4571-59c5-9d5b-5eba4e5c8570","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23"
"126460fc-79bb-5f06-a314-5997da5feff8","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Task details entered below"
"ba5f801d-0488-5240-b344-d1486360a641","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"03941131-7b9c-5f87-95d7-52d05a225971","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Have you completed a site induction?"
"93b44db6-69ce-5498-86c5-e7c777fe76e7","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Do you know the site’s health and safety rules?"
"4bf91f05-0ae9-5f2c-8459-6958c8b8e936","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"863efdb8-b3da-5fd2-87d7-99c033fedfbf","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"aa26c9ac-6697-5ac4-a49c-53f33912566f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Do you have access to appropriate emergency and first aid equipment?"
"98b1784e-939d-536b-9c1e-66ebd0e3b744","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Have you asked the person in charge about all relevant hazards?"
"a5c6ee7c-b692-5915-997d-3c952a595532","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"bca5c3db-c58a-53cf-8ef3-d6207b747140","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Has a safe work method statement or job safety analysis been completed?"
"a3641708-c050-5687-b111-75426626785f","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"7b97bb2a-4df6-53b0-844d-a69b73d19d6d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"7555da5c-1655-586f-b3cf-e5b8ad7bf29b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Is there appropriate separation of vehicles and people during the proposed work?"
"d167bcd4-ef03-52ad-8a1f-cc2a3c696ca4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Is all required electrical/mechanical equipment in a safe condition?"
"7de9ac78-9353-5ed3-ad7a-9379b3dacabb","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"837efcf1-9da2-54f4-95a2-8a06d627cb65","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"ed0a46dd-9305-5892-a899-a1c868e98191","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Have you got a safe way of getting in and out of your work area?"
"9ad2183c-87b9-5f56-9e5f-dfb3888339b0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Have any manual handling risks been identified and assessed?"
"263aca30-b1e6-54ba-ae9b-c9e0e44a2b02","","checkpoint-status","not-applicable","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Any additional site specific hazards or requirements commented below"
"29145d51-7d48-598e-8914-4fe464c85100","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Group Take 5","14.08.23","Sign off attached below"
"b6c25d31-f509-5ab9-b7e3-2291db287202","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis"
"10954d5f-fd17-5c63-8487-89866633956a","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23"
"9ca2bf87-cc34-5cbb-87dc-068e82d83ed6","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Task details entered below"
"7fd9f78d-de8c-53b8-8224-033dff2eab73","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"07ed3e46-fb15-5f4f-8b47-365dfca0e727","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Have you completed a site induction?"
"dddf493a-7d02-50c3-b777-5bf1cf33d93a","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Do you know the site’s health and safety rules?"
"340d7ab6-6408-55de-b6f9-1c56e17acefd","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"4bb714df-bedc-5bb7-b5c4-f95237e3904d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"6fe6ded6-e082-565a-adb2-f2a796145370","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Do you have access to appropriate emergency and first aid equipment?"
"75c0514c-d6be-50a8-94ae-246be3810de9","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Have you asked the person in charge about all relevant hazards?"
"bf11263d-1e77-5f41-ae69-c35e09f1f7e0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"e2e5fd74-daf3-50f8-83d9-aaec7b297d89","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Has a safe work method statement or job safety analysis been completed?"
"94d79538-a4be-5322-b18c-2f92959d4c42","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"7dd300cd-525a-5f9d-856d-bdbd0ac12b4b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"143cd0ce-db05-5c15-bb16-abc58b4d5733","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Is there appropriate separation of vehicles and people during the proposed work?"
"2ed0ddf9-3a08-59d1-a5e5-4cf63e7d3277","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Is all required electrical/mechanical equipment in a safe condition?"
"ef21430f-4da3-5945-b8d9-f83dacba0e29","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"f2c6b62e-29ef-56d0-8e52-6098d774de2e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"c38beb30-f61f-5c73-b72b-9ab5397927d0","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Have you got a safe way of getting in and out of your work area?"
"b69146a6-3218-5b12-b694-cb24b27392d3","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Have any manual handling risks been identified and assessed?"
"590af85f-0fdd-5596-8586-1705e463b5ad","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Any additional site specific hazards or requirements commented below"
"c9bfa246-3b12-5bc0-945e-1aca8d44541c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Steve Gatsidis","27/10/23","Sign off attached below"
"32ca683a-172d-5f1c-bb48-ae50f95a5d29","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","TAKE 5","Warren Bishop"
"11571c8f-aa9d-5cbb-a9e7-f613889f53c9","","checklist-flat","pass","acf7f1a1c5ec1f5518e052023ee32607ac1ee92f98f0882a50c9e8327b0c69de","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23"
"271904d6-8b04-5723-ad64-bc7b7c181873","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Task details entered below"
"3a95d314-bade-5983-9aae-6892ddd22fcf","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","If any of the below are 'Fail' (no) - make yourself acquainted with site requirements before starting work"
"a769e224-2186-58d7-a95b-c69860eeec59","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Have you completed a site induction?"
"6f27b6d7-5262-56d3-acd0-e922717057ab","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Do you know the site’s health and safety rules?"
"6ea9350d-1942-53b6-b945-feb0d038b5a9","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Are you familiar with security arrangements and the system for reporting incidents, near misses and hazards?"
"4aa3b390-20c5-507c-b6ec-1263be133a4b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Are you familiar with the emergency facilities and evacuation procedure/route for the site?"
"33586eae-ee8a-5f6b-a3ae-901e8c666965","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Do you have access to appropriate emergency and first aid equipment?"
"ce3e2c76-b267-5828-806c-c39a797fd29c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Have you asked the person in charge about all relevant hazards?"
"a338709e-b439-53d8-9122-a75db1591a5b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","If any of the below are 'Fail' (no) - follow up with person in charge to ensure your safety"
"808b58ae-387d-596b-99a6-0718aeaa26c4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Has a safe work method statement or job safety analysis been completed?"
"7852fa9a-67dd-59e9-b2f4-3bf9bc1a6b7c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Do you have the correct procedures, equipment and PPE to do the work safely?"
"bb65d59b-39aa-5426-b5d7-655d58796511","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Has equipment that requires a lock/tag-out and/or power that requires isolation/containment been completed?"
"44bbbc25-39c1-55fe-a471-800ee26e8a02","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Is there appropriate separation of vehicles and people during the proposed work?"
"6dc824bf-a461-597f-a4de-d872862371dc","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Is all required electrical/mechanical equipment in a safe condition?"
"f49120f2-b14a-5c41-9fc2-4855ae1354ef","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Are all hazardous and/or dangerous goods/substances used and stored according to their material safety data sheets?"
"16eb427e-ff63-59d5-98d0-2a905ac0997c","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Have you consulted with all fellow workers about the task to be completed and the safe way to do it?"
"7d65e67c-55de-582d-af13-f155c3b2a3da","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Have you got a safe way of getting in and out of your work area?"
"ebe4e2f8-60cc-5c07-8329-a35308b22c1b","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Have any manual handling risks been identified and assessed?"
"a380d8dd-6d43-5729-a57a-73d1af91f488","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Any additional site specific hazards or requirements commented below"
"ae17fefb-0656-5b5d-a094-dbd7122ff449","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","TAKE 5","Warren Bishop","27/10/23","Sign off attached below"
"5a27739f-9090-552e-b835-3fa6bbad3107","","folder-normal","work-in-progress","","step","TRUE","FALSE","TE00829 Silo D 2023","QA"
"caff75f9-7080-5741-bd43-e7c96219935b","","folder-normal","pass","","step","TRUE","FALSE","TE00829 Silo D 2023","QA","AWNINGS"
"02d29aa3-aa2e-5ca0-92cd-09a10df3941c","","checklist-flat","pass","Transplumb Roofing ITP","checklist-flat","FALSE","FALSE","TE00829 Silo D 2023","QA","AWNINGS","Transplumb Roofing ITP - Awning Entry"
"3d534235-c70c-5ca7-b6a2-c38b4b374b6d","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","QA","AWNINGS","Transplumb Roofing ITP - Awning Entry","Take 5/SWMS/Inductions been completed before works start"
"ccc2e03b-67e5-5e2f-8bc5-43becc36770e","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","QA","AWNINGS","Transplumb Roofing ITP - Awning Entry","Working to an approved drawing - description of works entered in comments below"
"d785d0a0-5244-5de2-8394-45faf59ea2da","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","QA","AWNINGS","Transplumb Roofing ITP - Awning Entry","Only approved materials installed"
"d6bbb088-209c-5951-8618-4877c214eeb4","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","QA","AWNINGS","Transplumb Roofing ITP - Awning Entry","All fixings correctly installed as per AS 3500"
"8ae2f7e0-1775-5ee1-adb3-20db41b3c009","","checkpoint-status","pass","","","TRUE","TRUE","TE00829 Silo D 2023","QA","AWNINGS","Transplumb Roofing ITP - Awning Entry","Boxgutters/sump/downpipes installed and clipped correctly as per AS 3500"
