"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"224b70eb-1944-4b92-af98-bcdbb9dfa520","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"737964f0-cfb1-41a4-8702-4054d85fb71d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In"
"733ff6ab-5f26-44b6-b616-af94fb1c3c3c","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 2"
"296da1af-0951-4248-b4b1-118a4867aa66","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 1"
"ca3534e0-dc1c-4bf0-9afc-31ac5e5328f8","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Lower Ground"
"91554f26-cd76-46fb-99ff-7c310dd31471","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Upper Ground"
"d6f107f7-055f-4e92-86b8-53b7047a70f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","School"
"cc6ab264-13ea-41ce-bf9d-18f61b4a972f","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","School","Lower Ground"
"a705ea41-48d9-4168-8931-3be29c8ce2df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","School","Level 1"
"125b69d8-888e-4546-bb37-3d908a363918","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1807"
"08505b3b-9f46-46e8-98e5-6e122c5ca196","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 18","Unit 1808"
"fb278727-47ba-4f99-90ff-ee7b90f1fd2e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19"
"b3962aab-decb-4011-8ae4-0afe8934628d","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Base Building"
"8dc51a5b-540a-4b41-a970-b7a8f7eeb58c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1901"
"f6d9795b-0773-4970-ba6c-1a6b37b4e592","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1902"
"6dc2d128-fd6d-4d10-93a5-27c842d3b56a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1903"
"d15d731d-8e82-4355-9561-1271874fa472","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1904"
"39fbbb63-8157-4c36-84c8-eeb04b89b56b","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1905"
"1c9d6a7a-45c6-4905-b044-ceea6ac759d5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1906"
"74f259ac-ec54-44c5-a9f4-b0569933b120","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1907"
"23a66b81-1369-49a1-8c26-956bd5be89d5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 19","Unit 1908"
"26330d37-e45c-45ee-ab79-db78dfea0dd6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20"
"0ecf99c5-fa83-4f57-8a04-d11fa357727f","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Base Building"
"9550cb9d-4721-4519-bc09-86dfea9913ed","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2001"
"331b859b-8cc8-4029-883e-e913f10e3494","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2002"
"0b62f781-b7cd-4c33-928e-3290009e83cf","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2003"
"f1ba2cf7-67d6-482e-b3f7-4a1f2692ad5e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2004"
"a41f64f2-0114-4601-8e5e-0a76867ee246","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2005"
"ca3a8f59-ea98-4fed-9d6b-39bea94653f5","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2006"
"6348930f-20cf-4021-8267-424570db4f6f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2007"
"2f8bb0bb-3d79-4791-a6b0-266b3db87dfc","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 20","Unit 2008"
"3e88f40a-43ac-4e2e-ade8-23df8da500bd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21"
"e2c6b852-0a54-4628-adde-49d6e6b5da8d","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Base Building"
"cb3551ed-ce87-4c30-8aea-24a4d5514e4c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2101"
"d8b5172a-96de-4593-9f30-46a5e2a9f0e6","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2102"
"465737dc-0d87-4bb3-a5d4-4938f35f0a04","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2103"
"f6af068e-488c-4065-b275-3c48acabd609","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2104"
"af6d6a22-e208-410e-9518-85abcb64e286","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2105"
"c477b5da-8a6c-4be9-8d8e-934ae9d07876","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2106"
"c52b5e6b-e160-4174-acfd-4f6298eb3715","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2107"
"5a097443-af37-45a1-864b-2b3cdf874a29","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 21","Unit 2108"
"49daf33a-e2e0-44aa-840d-66257e6c5a03","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22"
"5f598c90-393f-4855-a40b-c558246f18b7","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Base Building"
"46697014-ab62-4a7f-b503-f09f95f13ff9","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2201"
"9ab5a5de-be95-4896-9057-b22633abc402","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2202"
"5c1027c8-1e67-45fb-82eb-147ae5ff2a52","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2203"
"cbe4156f-9035-4ea2-bf83-b037adf790f9","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2204"
"fe645cf2-d7c6-4e9b-9bca-aaa1ecac5214","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2205"
"dded1ffd-d42a-435f-9d84-5e550951bfde","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2206"
"13d9eae4-8aaf-4456-960e-36c73d341949","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2207"
"1d55e839-5261-4012-9ae8-13c01b1ef9d6","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 22","Unit 2208"
"15d8b1e8-9498-4862-95d2-a15df5f25aa0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23"
"685d7813-3f77-4b90-b5d3-9957e1906683","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Base Building"
"543dc633-8c82-43fd-b223-060df341da4f","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2301"
"03030e5f-2028-4516-b0df-1f262cd46bcc","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2302"
"dd69bedf-7b9d-4609-a65e-82bbabee1d3e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2303"
"8cdcc748-ecf3-407f-a9ef-1550a9bea2b3","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2304"
"7bb7cbba-411b-4f1c-a8d4-a9e0907dfcdf","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2305"
"2bdc3304-d349-4e11-95f4-889bef4f8ee0","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2306"
"1b29d4ed-cb08-4b1f-ac48-94b3740ba322","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2307"
"8055210e-3915-42fe-bc23-4a3fbceb1e90","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 23","Unit 2308"
"37070076-191e-469e-b156-e1f15722f656","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24"
"b15826f0-7e31-4d47-bb10-6b7999510286","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Base Building"
"4c6c6b7f-8968-4fa4-a976-e270c443a62b","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2401"
"e9f36ed8-22b6-4826-b502-8ec3cd8f0c58","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2402"
"3fbdc83b-5e00-4bb6-998a-9b95c5683526","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2403"
"89eede50-c764-41ff-a64e-ecd136fa8c05","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2404"
"ab5c7000-a6fc-4971-a4d3-14ee2613499d","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2405"
"d1a72017-6e2f-4ed1-9777-f5cabbb4294c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2406"
"f0c07c22-7694-4545-93cd-6c75c89a7d69","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2407"
"14b87f04-02da-4c78-b202-c5d29ed7eeba","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 24","Unit 2408"
"f5985285-2523-4e4a-aa22-0023213e7ba6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25"
"6f499456-89da-4aaa-9111-e4a126a0c522","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Base Building"
"86ede250-924d-4a6b-bfa4-6768bf408604","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2501"
"17468367-404a-4a2d-a73b-5bb401c1aa9d","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2502"
"43bf6005-ec8a-43e0-965f-c719ded40a3b","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2503"
"b173d850-2294-4307-878d-3e716087b717","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2504"
"454c0448-e113-417c-a313-646fda9b46e6","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2505"
"8ca6f8f8-deda-48a8-b25f-342e5bbf43ac","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2506"
"dc3d82df-f8fa-4a07-9b04-11d84b473b2e","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2507"
"48063221-1a87-4222-9146-417964f2ea89","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 25","Unit 2508"
"8f5aa98c-b758-4ec3-95fb-590afcc0c05a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26"
"32d59856-884d-4fc1-8239-4ff18e269ac5","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Base Building"
"1e976a07-9577-4ab5-8a03-630aa9f1a267","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2601"
"db26fe33-bfb3-4dfa-b9f0-26de5f602f84","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2602"
"36213f1c-e964-49e4-8852-8b804d4efc55","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2603"
"52b5b6a8-c73a-4a8a-95fe-29c2faf3e20b","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2604"
"5436c188-5c1d-4dfe-9b2f-353084a9490d","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2605"
"183b0d6b-5ae5-4a74-ae2c-cae38c1c43db","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2606"
"eb90fea9-c645-47d4-9011-eb402dcf3b2d","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2607"
"d6f697a7-4d0c-4777-a73c-0ff21555ba5d","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 26","Unit 2608"
"5bdfd574-aff1-4097-9960-24a20f4d74c5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27"
"eb106df7-2ef5-4cf9-a412-94f94e54bea0","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Base Building"
"5c9e7414-ba01-4907-9502-cefd4c579a9a","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Unit 2701"
"37b7d122-c467-477c-ad09-c0e9d82c639c","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Unit 2702"
"eb2d70e3-7035-456b-9228-73aa27e60478","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Unit 2703"
"42b8bd0c-d96e-4319-b6aa-69f76f332c56","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Unit 2704"
"26dda00b-8dc0-4ce3-91d1-035382150381","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Unit 2705"
"dcff5a89-4cd8-4f37-aaa7-a6301bfbb881","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 27","Unit 2706"
"8b14f2da-d69d-4e67-a6cf-a4f1b0247614","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 28"
"ced72d90-d66c-4872-8d55-947cb3afe940","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 28","Base Building"
"bf24ea4d-bf5a-4b65-94d7-1fa96e6dc4c2","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 28","Unit 2801"
"f4355749-0dbf-41f4-99a5-ead669a7f6f8","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 28","Unit 2802"
"7cb23c1c-f3ac-4d7b-99a4-5638dd9c8afc","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 28","Unit 2803"
"f89d0e07-acba-4447-8216-5b256ec28bcd","","checklist-sectioned","not-started","Apartment Rough In ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 28","Unit 2804"
"7d7a012d-a1e1-470f-b428-4f65961890ab","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","RL (Retired Living)","Level 29"
"bf0710dd-4cea-4a30-9008-25ec55573fcc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off"
"ab944ae2-ac05-47a8-aebe-394198c5b572","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)"
"e5fc868d-9f2f-418f-8581-51b82704b0bd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1"
"2ad92f89-5b7d-49f0-b32e-34fc01e64ffd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0101"
"21d0f26a-8472-458d-902d-2a3bae02147d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0102"
"bd0230e0-e965-4f37-a4e7-d675f8c68536","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0103"
"a26277fa-34b9-45a7-86e8-d924f6dfa3c3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0104"
"cf2c3ca9-a079-48b4-ab9e-7fd82ad2f1fd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0105"
"6fe78f84-e606-49dd-91e7-f49cb2bb5d5b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0106"
"14451052-4b41-42f4-b544-a311b48c9558","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0107"
"e4d90fa7-6554-4ef2-a648-b72acd931d25","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0108"
"bd400da3-22b9-4103-9a8e-94d44f9e78f5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0109"
"3444107c-c926-484b-9e4b-8d720ceb9a31","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0110"
"7fafc0fb-0d8b-4d62-bc5a-43023334cb54","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0111"
"48490329-4bfb-49c8-9424-82cdf60e9515","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0112"
"cc9693af-215e-4151-9b09-81dcc7d6d7e0","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0113"
"12415d58-cf58-43bc-9409-24aa6c65cb9b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0114"
"5b7f9d55-de42-470b-9cfe-9781185685f3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0115"
"2a63d848-0700-4415-9988-ad47a7ac8ccd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0116"
"34b4e1e2-75e6-4aa1-9c29-e2d0b17f6a25","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0117"
"41be59ef-08a6-4314-9fb8-02a3e00d236d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0118"
"39796ac6-f8ca-4185-8e3e-c7a34eb6b032","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0119"
"deee44ee-73b1-4d7c-ba62-c6c64fa2ea1f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0120"
"0fe9f7d1-eeac-4d7c-9349-95db860a7832","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0121"
"2e5ad760-ff7d-45a6-a7f4-85bf382e4efe","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0122"
"0638c19a-aca4-4edc-8603-203bd42c8d99","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0123"
"20eb00a3-5c65-4cda-affb-edcdae8fff98","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0124"
"8b418558-b958-4799-88e0-99342310ea6c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0125"
"be77387d-74bb-45ab-a590-c2f17a1b30d8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0126"
"4867d1d5-ce9c-4529-867f-ac6033c01cc2","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0127"
"c2916e25-6509-4917-9a4e-78fabaa0103a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0128"
"6af8732f-6d08-4aff-b121-8c295bbedeb7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0129"
"82ee9ad4-45db-46fa-ac2a-d518ef86e683","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","Bed B0130"
"570d562b-9542-4bc3-ac70-b4184b1683e6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 1","BOH B0134"
"7900b230-8f42-40be-9891-06418879fee9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2"
