"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7b9d3c2-ab87-4365-bc0c-fadb97ba2331","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)"
"ba30accb-239e-4a63-a28c-f7c24907ff2d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Offsite QA (Factory)","N17"
"54ba204c-584a-47a2-b9a1-5089c33b7781","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments"
"6e02539a-59b0-4392-9206-620c10913a44","","folder-normal","pass","","step","TRUE","FALSE","Offsite QA (Factory)","N17","Apartments","Ground Floor"
"648bd047-bae5-444e-8027-009ef451a647","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","19. N17-GF-07-R-M3F-262"
"4ebb58fd-ee3b-435f-8f70-52c7d1edd33a","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","20. N17-GF-05-R-M2E1-263"
"65688211-98ab-4cfa-83e3-73bc47fc4c02","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","21. N17-GF-06-R-M2E1-264"
"3a6c21aa-0ea3-4d6c-af3b-54eb662e4b02","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","22. N17-GF-07-R-M2F-265"
"df898e50-f0e7-42b1-884c-684e345f0994","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","23. N17-GF-05-R-M1E1-266"
"56a0edaf-d46c-4135-aa57-7a14d98a1c4b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","24. N17-GF-06-R-M1E1-267"
"0a977aa4-9e67-433e-a671-4919d2292b2b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","25. N17-GF-01&12-R-M2B-268"
"d172010d-1ec9-4221-8a5e-5ffd63f4c6a6","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","26. N17-GF-04-L-M3E2-269"
"0db14db4-f674-4337-b0cf-b17e88326c17","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","27. N17-GF-11-R-M2K-270"
"f043a916-d4de-4a49-9fba-c205a61c5cd6","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","28. N17-GF-01-R-M1B-271"
"1404ffb5-f118-425d-b4c2-8f72a01b3d5d","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","29. N17-GF-12-L-M1B-272"
"2223763e-0481-4936-986d-721a28e8813b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","30. N17-GF-11-R-M1K-273"
"c8c97eec-07ce-459e-909c-aecb88f4f0ad","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","31. N17-GF-04-L-M1E2-274"
"0e55550a-51f8-4cb4-8207-fa8141794bb0","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","32. N17-GF-07-R-M1F-275"
"e314aa2d-9406-4dfa-81d1-13409d347148","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","33. N17-L1-02-L-M2C-276"
"29d07096-3c0a-4572-8ca7-1584fc1684e6","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","34. N17-L1-03-L-M2C-277"
"0caebdf7-3248-448a-8a1d-86cd9e46d052","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","35. N17-L1-04-L-M2E2-278"
"45737c6d-5bb6-4b6d-95f3-cc5dc3b317b1","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","36. N17-L1-11-L-M2C-279"
"07b1cf0e-1a30-4d2d-9917-407424483c19","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","37. N17-L1-12-L-M2C-280"
"e3c1b5c9-511a-4c83-9035-798d95eae23b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","38. N17-L1-13-L-M2C-281"
"c08125cc-5492-4740-bed3-63c0cf76db7b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","39. N17-L1-02-L-M3C-288"
"fe112476-121a-4ac1-ba9a-467aee0d0480","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","40. N17-L1-03-L-M3C-289"
"aeb93bb6-c8f6-4a24-a87a-16eab0331949","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","41. N17-L1-11-L-M3C-290"
"677243b7-603a-443f-89fd-4e76becae4c1","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","42. N17-L1-12-L-M3C-291"
"e1b6aaa9-efe0-4d84-99ec-db55bf445350","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","43. N17-L1-13-L-M3C-292"
"e7465d0e-4e46-4369-84ec-4af682b5b61c","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","44. N17-L1-05-R-M3E1-313"
"b27563a3-a853-484a-83ea-ac1a70133016","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","45. N17-L1-06-R-M3E1-314"
"ed3152ff-bbc3-43e8-961c-cdc938411a8a","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","46. N17-L1-07-R-M3F-315"
"3e77799d-f76f-4ae1-be2c-8f8971a1180e","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","47. N17-L1-05-R-M2E1-316"
"e5fea958-d33b-443a-bc6f-6f77f6b6901a","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","48. N17-L1-06-R-M2E1-317"
"cfc75ff5-4f56-4ee6-90f0-aa7142bb0bc6","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","49. N17-L1-07-R-M2F-318"
"be517046-4a19-4f30-b219-ea24e5139aa4","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","50. N17-L1-11-L-M1C-319"
"00dbfa73-8df3-4bbb-a18d-fb884aea5304","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","51. N17-L1-12-L-M1C-320"
"05f30059-e4d2-450e-8da1-92ad131b698f","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","52. N17-L1-13-L-M1C-321"
"10d78c66-0e33-4ff3-b880-0a8d01c03c01","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","53. N17-L1-02-L-M1C-401"
"13231dcc-eb01-4bfb-8f00-47832d68dc0f","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","54. N17-L1-03-L-M1C-402"
"7c2e291a-097e-4043-a978-b69c39041e04","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","55. N17-L1-05-R-M1E1-403"
"cf7ecea3-a8a3-455a-a3d2-d3082259c92b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","56. N17-L1-06-R-M1E1-404"
"3f89ac1d-9b9b-4bcf-b5ab-e305cbaf21a6","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","57. N17-L1-04-L-M3E2-407"
"60903c2c-7ff1-453a-aa44-02a1b0911c56","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","58. N17-L1-01&15-R-M2B-408"
"66345e46-b996-4db2-94d7-83f71af7edc3","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","59. N17-L1-09-L-M3E1-409"
"458cd12f-126a-42a8-95d5-36610a8bf197","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","60. N17-L1-08-R-M1G-410"
"ae51033d-3692-4eae-8d81-c5edddd28d8f","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","61. N17-L1-10-L-M1G-411"
"34135934-255d-4a66-aaa3-7230a82a2391","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","62. N17-L1-14-R-M2K-412"
"9ef7e21d-fde1-4ccc-989a-3161a478cb28","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","63. N17-L1-01-R-M1B-413"
"9e210c8c-cf8f-4d0c-a844-7f10b783a59b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","64. N17-L1-15-L-M1B-414"
"13ba0c14-8a11-4c90-a163-6da2f8793526","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","65. N17-L1-09-L-M2E1-415"
"49419cff-147a-48ba-853e-a8ac598aad6e","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","66. N17-L1-08-R-M2G-416"
"17dc1bb8-71d2-404a-8f48-eac797c79234","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","67. N17-L1-10-L-M2G-417"
"77dd873e-137c-4fa0-8bf3-f3b935981bf2","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","68. N17-L1-14-R-M1K-418"
"8ae410c1-462e-40c6-8473-8e3a35a040e1","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","69. N17-L1-04-L-M1E2-419"
"7a2a0656-947a-4669-891e-7a420978b35b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","70. N17-L1-09-L-M1E1-420"
"28894db3-57a6-4e9a-ad89-ae81fa765725","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","71. N17-L1-07-R-M1F-421"
"dbf3c856-8e25-495f-b1f0-10e141b1c52f","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","72. N17-L1-08-R-M3G-422"
"af433525-399e-44ba-b5b7-1eace2553a63","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","73. N17-L1-10-L-M3G-423"
"dfacec53-a45d-4320-9c10-48d712a77167","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","74. N17-L2-02-L-M2C-282"
"e26e5724-4f95-4617-9e32-64962c887d41","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","75. N17-L2-03-L-M2C-283"
"4f31e1c0-1ddc-4c84-92c4-ffa47dd5887b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","76. N17-L2-04-L-M2E2-284"
"6d31398e-0436-4fe4-ba56-68bf2521c8ba","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","77. N17-L2-11-L-M2C-285"
"ae16c906-ce6a-47eb-8f5c-d8860919b87b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","78. N17-L2-12-L-M2C-286"
"09279646-3339-408d-8387-5b2fe7abb715","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","79. N17-L2-13-L-M2C-287"
"5f33fd18-0df9-4762-8275-79eebbfd6633","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","80. N17-L2-02-L-M3C-293"
"5ae38eee-d19d-4bc4-bc53-bf34ff68068d","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","81. N17-L2-03-L-M3C-294"
"1a62ce11-abda-4066-a115-df38ac7753be","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","82. N17-L2-11-L-M3C-305"
"469df66f-006f-4f35-88bc-89ceecca2da1","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","83. N17-L2-12-L-M3C-306"
"24f7ebb8-0bea-425f-b2a1-3fce34e8f56b","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","84. N17-L2-13-L-M3C-307"
"6a8f7e53-f691-456d-a955-dc29ea66d025","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","85. N17-L2-02-L-M1C-308"
"0f826ac2-1c98-46f9-b6e7-7b87e7d4898d","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","86. N17-L2-03-L-M1C-309"
"3ae48f87-ccdc-401b-b3da-23838d644240","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","87. N17-L2-11-L-M1C-310"
"e7cc4690-fba8-46bc-bb16-53d7058b317d","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","88. N17-L2-12-L-M1C-311"
"ee91b913-dfee-4636-8b3f-48bb7e416c8d","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","89. N17-L2-13-L-M1C-312"
"adeae925-b97d-4c9d-9bce-16bdb3f513b4","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","90. N17-L2-05-R-M3E1-322"
"e0fbee64-1699-460d-ade1-0b3901c8d847","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","91. N17-L2-06-R-M3E1-323"
"da9e0036-bbfb-4546-8df1-da2d3008c8d4","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","92. N17-L2-07-R-M3F-324"
"910e9e1c-6696-4f9b-8bc5-e22e7082da7e","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","93. N17-L2-05-R-M2E1-325"
"14372bac-597a-4fb8-a8e2-ccf1c0ad3181","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","94. N17-L2-06-R-M2E1-326"
"5c0bd1c2-e2f3-459e-b027-bbe3c56520ff","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","95. N17-L2-07-R-M2F-327"
"1550b91d-b7b6-4644-8302-233b4059ef54","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","96. N17-L2-05-R-M1E1-405"
"af21d7ae-d161-41d7-b93e-5945f66d7120","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","97. N17-L2-06-R-M1E1-406"
"4b22fd93-f050-4ae1-a85e-87da8fca2762","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","98. N17-L2-01&15-R-M2B-424"
"a72f28ed-1b8d-49e5-9c42-60e7a82a7904","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","99. N17-L2-04-L-M3E2-425"
"4f045a8a-cb1f-48eb-ab23-15eea0cb20c1","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","100. N17-L2-09-L-M3E1-426"
"1ceb3e35-7084-48d0-9da5-41c1eb4d1510","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","101. N17-L2-08-R-M1G-427"
"09212af8-a416-4cb7-bb19-381414373358","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","102. N17-L2-10-L-M1G-428"
"79875fc6-90ad-46c1-9fcf-a8be542eb153","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","103. N17-L2-14-R-M2K-429"
"927a73cb-adb6-490b-962b-bf10a0c46f34","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","104. N17-L2-01-R-M1B-430"
"056963b0-396f-4de7-99fc-25046d458c38","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","105. N17-L2-15-L-M1B-431"
"ed54f4b2-e165-481e-ac51-7b07494eea2a","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","106. N17-L2-09-L-M2E1-432"
"a6227884-6e55-4fbc-8592-0a4a1e5aa6ef","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","107. N17-L2-08-R-M2G-433"
"1b75c117-f988-4a42-8d19-e46e04eb0932","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","108. N17-L2-10-L-M2G-434"
"add8a356-31ea-459f-bf40-5778a0f63217","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","109. N17-L2-14-R-M1K-435"
"4fa247b7-8802-4973-a845-fc7a6af4857f","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","110. N17-L2-04-L-M1E2-436"
"e8f5865c-5c11-469b-9297-e79e869757d0","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","111. N17-L2-09-L-M1E1-437"
"8764610c-611e-420f-81ec-aae9dca8668d","","checklist-sectioned","pass","9a7842b86a77fa803df147eb4227942740df2ab4732d74dc0f6285fffb6d4649","checklist","FALSE","FALSE","Shipping & Delivery","1st Shipment(N17)","Vietnam","Module","112. N17-L2-07-R-M1F-438"
