"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e11f1a67-64cc-4a65-b8fb-4b2d9a468816","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard"
"7395dde4-86c7-4809-87a8-d7fd1d60f00f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor"
"11890ad3-eaf0-4753-a401-f35574837c2f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor","Common Areas"
"b9bac451-1926-4b9a-a426-659e6c5d0c2e","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor","Common Areas","Treatment Room (G-S-11)"
"6b99c8ab-4856-4097-849a-7f8c4da2f25c","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Common Areas"
"bda05be1-fb34-4347-8474-35f97a3015a6","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Common Areas","Outside Lift 1 (2-L-01) and Lift 2 (2-L-02)"
"fea0fe95-2744-4eaa-8fac-6b558be691a2","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Common Areas","Outside Lift 1 (2-L-01) and Lift 2 (2-L-02)","Pre Wire"
"4aaea26c-7d0c-49f5-b6e4-2b839afd01f8","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Common Areas","Outside Lift 1 (2-L-01) and Lift 2 (2-L-02)","Terminated & Tested"
"179e33c2-4daa-42e0-a414-9a66656e45f8","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Common Areas","Outside Lift 1 (2-L-01) and Lift 2 (2-L-02)","Fit off"
"61c5e2c3-c80d-402f-9976-120ceed5cdf3","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas"
"b7183e01-720f-46f0-bbed-23a79c4fa19f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A13-04)"
"6a9ca2f5-aa60-4508-9725-3af44f498059","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A13-04)","Pre Wire"
"1a6fdc58-fd8e-4b36-9c5d-fbb3c6dfaee8","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A13-04)","Terminated & Tested"
"7626ffdd-ffa6-43cd-bd55-9de1a2983604","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A13-04)","Fit off"
"e478d6f3-7161-4cad-a5a4-d36d8e85ccc9","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A13-02)"
"44c25429-aca6-4625-9b2e-0d95bec71c62","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A13-02)","Pre Wire"
"8a1e30ed-982c-4f42-a2d7-be00194703d2","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A13-02)","Pre-Wire Only"
"68a4b302-f4ee-429f-9087-9520c6d83f04","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A13-03)"
"488b5b7e-993f-456c-b323-0446bd5a6ca4","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A13-03)","Pre Wire"
"ec6fa5de-9fe0-4c85-9e61-8114dea38888","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A13-03)","Pre-Wire Only"
"cbb05ccd-ee78-4241-b514-9871cfa4098d","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A13-03)"
"36727c77-9ccd-4963-9454-1d06ac7a7ac0","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A13-03)","Pre Wire"
"44c7e275-13c8-4484-a45d-3d7ca280f748","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A13-03)","Pre-Wire Only"
"2238e7ab-678a-4e56-8f81-efb60469f271","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A14-04)"
"8c354dd9-d47a-4db7-b589-bf6e03ef58a6","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A14-04)","Pre Wire"
"b9103c84-09eb-49ad-bfc3-7a608a1983e2","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A14-04)","Terminated & Tested"
"fd1abebc-a529-4d18-b89d-5a01ae1b7a05","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A14-04)","Fit off"
"a9210bc3-635b-44be-b5b3-5c1e3c3dca47","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A14-02)"
"95834d9a-7a56-4b1c-b1b6-69e87bff6224","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A14-02)","Pre Wire"
"04bfd8fc-1053-4ff7-acf2-0cc5fe8c233c","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A14-02)","Pre-Wire Only"
"7e11cc3f-96c7-4a3b-8ca8-1c77abc8abee","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A14-03)"
"e7daa3c9-17fa-4a82-b3aa-a4a464067ba2","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A14-03)","Pre Wire"
"540b3954-b9a2-493d-820b-d649acca7b88","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A14-03)","Pre-Wire Only"
"b716d886-0231-47c5-8416-9325e54673cc","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A14-03)"
"f595e2bd-e39b-4a91-b4f1-aaab9e69de72","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A14-03)","Pre Wire"
"d52b823c-ca1f-46d2-b898-748d112cd550","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A14-03)","Pre-Wire Only"
"79a55a41-7ace-4ad6-9e64-0de69f337891","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A15-01)"
"903f220f-aa96-4844-8a49-b6f01e8484a1","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A15-01)","Pre Wire"
"5f54a9e8-b22d-4a4a-bcaf-23e02118e403","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A15-01)","Terminated & Tested"
"9ac8048d-c023-439e-ae0c-dfa4f776313e","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A15-01)","Fit off"
"16ab9c68-9413-444b-99d8-0555920fc71c","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A15-02)"
"722058b4-21f8-4755-bb27-5c7e212ce09b","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A15-02)","Pre Wire"
"500defb4-dd6f-4c6f-95de-7d1dfc281355","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A15-02)","Pre-Wire Only"
"822ed5a1-1b90-4494-91ee-5d6e8bb1bb9e","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A15-04)"
"05d836a1-fc15-4daa-9be5-460a873c15f7","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A15-04)","Pre Wire"
"36e4fe36-94fe-4520-ac6a-9f159d2af710","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A15-04)","Pre-Wire Only"
"3433dfe7-c662-4de8-ae2b-1ea208bd590d","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A15-04)"
"286a3750-95e1-4b25-ba14-be253a6bb069","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A15-04)","Pre Wire"
"833bad85-907d-43ac-b5fe-2c6df60144a8","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A15-04)","Pre-Wire Only"
"d252d32e-74d8-429f-a88d-f6678233cbd4","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A16-03)"
"22ff71d4-4408-47df-b63f-0850ce7393a1","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A16-03)","Pre Wire"
"9f4b569d-0702-406f-8713-17fcd96bfd52","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A16-03)","Terminated & Tested"
"d57b98e3-e0a8-4721-abe4-6259cbcc58b9","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A16-03)","Fit off"
"55379a4b-5975-43a2-83a5-e3609a733c1d","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A16-02)"
"f927ded3-00fa-4aa1-b55e-248716e40990","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A16-02)","Pre Wire"
"0f791ebf-5f3a-4fa6-99a0-f3991df5d536","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A16-02)","Pre-Wire Only"
"61335a6c-6364-4033-a7ee-e3e7cf776590","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A16-04)"
"51537490-666c-4be8-9320-66103ef983c7","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A16-04)","Pre Wire"
"69473cde-748b-4ed0-9fdd-052728ac9476","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A16-04)","Pre-Wire Only"
"ab866bf1-cffb-41ad-8ae2-169bdbb892b0","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A16-04)"
"3f5bcc7a-9eed-41fd-9ff2-f5616f23ecad","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A16-04)","Pre Wire"
"40f0604f-1728-430d-9fe4-4e4e9f7cb181","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A16-04)","Pre-Wire Only"
"0d8d398f-c76d-4687-83c7-741a45497d2f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A17-04)"
"eeb2222f-93cd-4a91-a59a-682ee7d5c452","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A17-04)","Pre Wire"
"dcfa4c5c-024c-45d2-978a-fad651e77712","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A17-04)","Terminated & Tested"
"86e8c219-29f4-4d44-95bf-dbae6c35bec4","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A17-04)","Fit off"
"0bf90846-d47a-49ca-b3e2-dfc2cb4dbe76","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A17-02)"
"c3f97560-223a-4b88-b6de-28a9ec776c9c","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A17-02)","Pre Wire"
"3c46e5e6-219c-4a39-bd2d-939fa2e7deec","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A17-02)","Pre-Wire Only"
"c26ab3d9-c038-4730-a097-d355d55e7427","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A17-03)"
"acef4d82-5044-42a3-9108-30979c829354","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A17-03)","Pre Wire"
"b0209996-b25a-4e7f-8cc5-a9360c6d3ace","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A17-03)","Pre-Wire Only"
"074da6e6-1d62-43c7-9b3d-02d267e5f113","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A17-03)"
"1d0d9865-1c31-4cda-a445-b84a09fea0fe","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A17-03)","Pre Wire"
"416c5176-e201-41b4-a9ae-19c60d6eb661","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A17-03)","Pre-Wire Only"
"2eb00225-3cf7-42bf-af35-c52cd01b8378","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A18-04)"
"74bbee0e-cc76-49f9-b541-36eee31893c8","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A18-04)","Pre Wire"
"eca7aab1-1c9f-4c9c-9140-eae5bcf97a58","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A18-04)","Terminated & Tested"
"b64bae9e-6722-449d-b8eb-c4de85d6a4d1","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Kitchen/Dining (2-A18-04)","Fit off"
"a55f6e21-a91b-4985-85f5-54015d9756be","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A18-02)"
"0f2d1416-ee5e-403b-b4a8-5dbead605db8","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A18-02)","Pre Wire"
"d2c25a73-e514-4a6a-b73a-f93967c40637","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom (2-A18-02)","Pre-Wire Only"
"0fc88867-9a84-4bd1-bd0d-619fe83da610","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A18-03)"
"da1405d8-28c5-474b-8b2b-b9850a917f65","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A18-03)","Pre Wire"
"1581a716-83b7-4955-8ddb-0a89e44fee1c","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Toilet (2-A18-03)","Pre-Wire Only"
"115bdb51-4f74-4af0-9076-1a47b14fd747","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A18-03)"
"64894ee9-57d5-4c4d-9e27-c52ca7866b9f","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A18-03)","Pre Wire"
"60085a79-260d-4904-98de-f4df8b4de5c6","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Shower (2-A18-03)","Pre-Wire Only"
"4065b7b8-266d-488b-a061-09ab324068a5","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A19-01)"
"d3d834e9-2d83-4401-a644-9c398ba174ac","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A19-01)","Pre Wire"
"d8c63e9a-985b-436c-a1ed-8d999c3e9bc3","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A19-01)","Terminated & Tested"
"d8436332-62aa-4eca-b7d0-e1875d7583fc","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A19-01)","Fit off"
"c93cb7cb-925d-4225-a1bf-7af81e0ac6d3","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A19-02)"
"d908fd60-d656-4893-82d7-90bdc34de303","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A19-02)","Pre Wire"
"0f4cc6da-d02e-45ff-b72f-fd3e339288e8","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A19-02)","Pre-Wire Only"
"c6d00327-9942-4934-9ba2-57b96322cb8f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A19-04)"
"b53ea060-fdab-4bce-9df1-0f7419db22c6","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A19-04)","Pre Wire"
"923d714a-97fd-46b7-9384-7795baefeac0","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A19-04)","Pre-Wire Only"
"479c1ffd-9f5f-447d-b629-3d72a41719fe","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A19-04)"
"09017213-45af-4dd8-8bcf-eb43150e1443","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A19-04)","Pre Wire"
"9ab87fe9-f993-4ce2-a72b-847167daafe1","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A19-04)","Pre-Wire Only"
"382cacae-827d-4690-9105-0398c6af2054","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A20-01)"
"b029354c-0bb9-47be-847a-0105c55795c5","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A20-01)","Pre Wire"
"a529c952-cc25-4692-8c26-837787bd37b9","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A20-01)","Terminated & Tested"
"f1756790-b77e-49db-b1e3-ebeb39e7a8ba","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","Living/Dining (2-A20-01)","Fit off"
"f8b06578-b599-47b6-826c-f94e37a3e322","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A20-04)"
"ee39c6f2-caf3-45b4-9267-28af85105cfe","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A20-04)","Pre Wire"
"d16f3c25-bf5f-4d88-9502-94c5c877a5e7","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Bedroom 1 (2-A20-04)","Pre-Wire Only"
"202753bb-a647-4c10-9a07-9e00f1580f79","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A20-06)"
"ef678bbc-7244-4dca-bfa1-881b98f68de8","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A20-06)","Pre Wire"
"5fd94377-0ecb-4d2d-a500-95faf6ae9657","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Toilet (2-A20-06)","Pre-Wire Only"
"31d66bcd-4627-44b7-b00d-94e2a0617706","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A20-06)"
"1243e477-8289-4063-9c0c-2eda754fac3e","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A20-06)","Pre Wire"
"8c123179-a746-4576-aa86-d6112584ae0f","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Residential Areas","PREWIRE - Ensuite Shower (2-A20-06)","Pre-Wire Only"
"ec4182ba-2831-43ae-bcf1-4ca6334c0431","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Repeaters"
"e11ec20e-d9db-4d4b-b61d-2146d12baeae","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside Stairs (2-ST-02)"
"96174722-e0f0-4206-a00d-092357ceda53","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside Stairs (2-ST-02)","Pre Wire"
"daa6ade6-159e-46bd-a5e1-03312cd26d62","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside Stairs (2-ST-02)","Terminated & Tested"
"b36e8460-10a4-4ed3-8280-22cef03af50f","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside Stairs (2-ST-02)","Fit off"
"500ae296-f041-4b1b-940b-808c9110a703","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside A18 Entry (2-A18-05)"
"c4e7d554-0af2-495f-a6c5-d4467b18706c","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside A18 Entry (2-A18-05)","Pre Wire"
"703b6ee1-4053-4f18-b670-13786d2dfe0f","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside A18 Entry (2-A18-05)","Terminated & Tested"
"c815a042-f12a-431c-b3e7-e45c10e08cfb","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 2","Repeaters","Corridor outside A18 Entry (2-A18-05)","Fit off"
"577284ae-1e9f-4de2-984e-e8aa33dcfef4","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras"
"d38d90d4-d645-4b2d-807b-597e7517196f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 2"
"f6c0090e-9dc7-41b9-9c5f-83fe0570bb28","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 2","Corridor (2-C-01)"
"6e0b8c20-1b8b-4747-b0d6-7f02918ab79d","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 2","Corridor (2-C-01)","Pre Wire"
