"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"db9f18d4-e166-4b96-9c21-31ecaa9f3346","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"ace0b55a-601b-4272-905f-a9d3af3355a3","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas"
"6e1e830e-d65c-445f-af8b-fac36db09b36","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","Stair 5 - Lobby"
"e7431c09-0293-4a31-a81a-44bc624f3d62","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","Stair 5 - Lobby","Apartment Rough In Checklist"
"69eacaa8-c4ef-51a1-8e58-30beeef51e5a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Installation","Window architraves installed"
"6a1bd661-bd45-5c4d-8b46-9ff5d4566b99","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Installation","Wardrobe jamb installed"
"5aee0acb-bbcd-5959-8b0a-c3f076239ac1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Installation","Entry door hung"
"34f38582-26c1-5f1f-8767-88af2f59f994","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Installation","All install work 100% completed to required specifications"
"36915157-1364-5c92-93d2-b59e6dde193a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Installation","Area left clean and tidy (attach photo)"
"ef4ee34d-425c-4a1e-84d1-8e49e8a014c9","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 246","Fit Off"
"ec241fd6-cf7a-5672-b98b-eef46dcd703a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Installation of door hardware and door closes sufficiently"
"b859f6d6-f4a2-5b90-a8c1-9a33dd781e15","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Bathroom and toilet vanity installed"
"6c3d49e7-f4c0-534a-a5c7-f11749286ed1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Handrails, toilet rolls and towel rails installed"
"a856896e-369b-5987-b42b-dd1bce037259","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Entry door hardware installed and closes sufficiently"
"ed8b6ab9-90ad-5d91-a67e-b0109152bc4b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Fire tags installed on the door and door jamb"
"115561b7-c89f-508a-82ca-a0cc086f506d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Shower trays installed"
"eff3eb40-dc56-52b4-b809-1ee277b4bb44","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","Area left clean and tidy (attach photo)"
"97aa91a3-cd56-5829-9b07-9f737b2a902a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 246","Fit Off","All work 100% completed to required specifications"
"c531ab21-221e-4225-9461-7e53695f7dba","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","Care Apartments","ALS 247"
"5231327d-bb71-4f82-a267-b56280ecce7a","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 247","Apartment Rough In Checklist"
"0058e1e0-cc98-5d9e-8b7e-79e78e020191","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"92919358-7a93-5294-825c-c09068c223bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"208236c2-145d-5f64-8d64-42da4fbcf331","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Apartment Rough In Checklist","Cavity pockets installed"
"78811336-350e-4b7e-931f-41464c188205","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 247","Installation"
"c44e4341-d73e-5ba9-8d61-d9f056e9be8b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Internal doors hung"
"a5002ef8-9d83-5242-bbc5-8fd6a907f465","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Skirting installed"
"d9e057eb-db4c-57fa-a124-dc2676104b05","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Cavity doors installed"
"cd7f5eea-15f0-59f6-90e7-e762db264598","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Window architraves installed"
"76776dce-aa0d-5df3-8bd3-4c075be5cd06","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Wardrobe jamb installed"
"09aae0ea-fb98-5120-b028-98d4cff030b9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Entry door hung"
"38f272bc-79b3-546c-bab7-917210b6a69f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","All install work 100% completed to required specifications"
"1d4017f4-69da-5c88-85d7-c2cf02c01612","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Installation","Area left clean and tidy (attach photo)"
"e4ba56ad-fa72-4dca-91e9-5e46a6e5158a","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 247","Fit Off"
"61748215-e305-53b3-a76a-82768ee9a0b5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Installation of door hardware and door closes sufficiently"
"e0ec1195-e77d-58f7-907d-3ad942adb254","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Bathroom and toilet vanity installed"
"0fbfab1b-ccd2-5d19-8f0c-5ab6a29caff0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Handrails, toilet rolls and towel rails installed"
"b8721524-e54c-54a4-b00f-86a579712aad","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Entry door hardware installed and closes sufficiently"
"78c2ac33-4ec8-5240-ba0f-82207cffa95b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Fire tags installed on the door and door jamb"
"7990b0c0-9e88-55c5-94fc-e196be353558","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Shower trays installed"
"e39a2b11-7ed9-54cc-9092-98d08b69248a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","Area left clean and tidy (attach photo)"
"c217b032-e120-5561-98d2-5c983df69c29","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 247","Fit Off","All work 100% completed to required specifications"
"b8dd8ecb-8027-4688-8586-24b5231abac6","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","Care Apartments","ALS 248"
"3b61b0b7-866d-41e5-a551-7dd25c70c681","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 248","Apartment Rough In Checklist"
"8a319e61-6e5e-5f32-8625-2cd00c8173e1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"06398e3c-a96b-5dfc-bb85-898d833bd114","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"fe7cadcc-f13a-5dab-a47e-d5dcf3853964","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Apartment Rough In Checklist","Cavity pockets installed"
"e527434d-a24d-4bfd-9e29-9f1ecd4867db","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 248","Installation"
"d055e013-1d02-5db3-9203-ff1c8d231a84","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Internal doors hung"
"cb61e776-ff11-5672-ab4c-1b9af5defbe8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Skirting installed"
"361dbf74-4492-5b5b-a96e-3d7a8bf2e753","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Cavity doors installed"
"6985d48d-657c-52a9-902a-45d6cfa9fab3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Window architraves installed"
"039a5b30-a10a-53c7-b485-871e3b5b1285","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Wardrobe jamb installed"
"d1d4d9c9-b9b1-58a9-a116-40d0a3d468b3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Entry door hung"
"f0d27422-acda-58be-b536-af31067c0e63","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","All install work 100% completed to required specifications"
"d2ced161-c32c-507e-8893-baeb05b86495","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Installation","Area left clean and tidy (attach photo)"
"cfba6c9b-d55b-410d-aae3-db1602ec6b79","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 248","Fit Off"
"7d44d621-75a2-5cbc-a2e5-2a214cf98a07","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Installation of door hardware and door closes sufficiently"
"0c3d19ae-0afe-5425-9e56-91a58d24782b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Bathroom and toilet vanity installed"
"e5e0833b-5029-5c41-8cf8-b255cf74d236","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Handrails, toilet rolls and towel rails installed"
"14a50217-5eb2-592d-b04d-b164afc328b2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Entry door hardware installed and closes sufficiently"
"243748dc-698a-5ad1-94b3-56c7126b6316","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Fire tags installed on the door and door jamb"
"dbe7fac8-ac7b-591c-a8ce-01aaaad9b3c0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Shower trays installed"
"4bd00dd8-5951-518c-a211-539cd56deae2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","Area left clean and tidy (attach photo)"
"e9cf64e6-8731-5004-8957-0a2280c6f4e0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 248","Fit Off","All work 100% completed to required specifications"
"263fd1a7-2231-4ad9-8d42-fd7292e956ff","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","Care Apartments","ALS 249"
"d30d7ccd-1fbc-4182-bf5b-afb096c52e42","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 249","Apartment Rough In Checklist"
"151be1ce-6d76-5b8a-b9c9-480c2e5a8b77","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"087418a1-47b6-51d1-b05a-17a471e4c7cd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"e88b3724-bc98-52e2-96d6-bea87660f6e7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Apartment Rough In Checklist","Cavity pockets installed"
"7827951e-88ef-47b7-80e7-1a70d9663d16","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 249","Installation"
"504f776c-4920-5415-9609-e31211b890e3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Internal doors hung"
"7556e39b-cd1d-5062-91aa-bd5832765011","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Skirting installed"
"7b95ad22-590c-586e-9b34-195e4c1b04e1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Cavity doors installed"
"92f3e100-4a1c-5100-ad03-b102da28063f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Window architraves installed"
"6be4257a-7a6a-5084-9e8e-0ab7ac7cff96","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Wardrobe jamb installed"
"06d39654-d147-54db-b38f-f982c85054c8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Entry door hung"
"9bbe2993-6a14-5391-b74d-9069cf52b20d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","All install work 100% completed to required specifications"
"a02059da-6097-597d-9f61-4bfa9fb3af70","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Installation","Area left clean and tidy (attach photo)"
"e9120793-419c-41fa-87b0-3ff7fe78c330","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 249","Fit Off"
"ec2471ae-a10e-5b40-bd91-3aee702d5fdf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Installation of door hardware and door closes sufficiently"
"5722416a-e58a-552b-9128-e093e5892cab","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Bathroom and toilet vanity installed"
"228ba477-905e-5ac7-b42d-5b8d21438790","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Handrails, toilet rolls and towel rails installed"
"b02d78e6-9760-5354-be82-0242c9ebacae","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Entry door hardware installed and closes sufficiently"
"8e340590-db16-52dc-bec1-3b03999b0340","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Fire tags installed on the door and door jamb"
"ae40c7f2-89d6-5fb2-9511-1c85c3499a70","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Shower trays installed"
"e4c7e2c2-cd68-5c39-b9a3-f92d92237cd6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","Area left clean and tidy (attach photo)"
"b9fd964d-a85a-52b3-8a0d-a310c74112f6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 249","Fit Off","All work 100% completed to required specifications"
"808e4ce9-7950-436f-85f4-1c1a04c8bfb6","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","Care Apartments","ALS 250"
"5263ed3e-5626-4e8d-b29f-0ec98bf7fd40","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 250","Apartment Rough In Checklist"
"5bfb863b-9821-5f4b-816f-99c1877cce52","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"81f19586-df2e-5135-b8fd-66aab09b9386","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"c7070d16-ba2e-5510-b308-b9175bfb706d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Apartment Rough In Checklist","Cavity pockets installed"
"8861a19e-cb07-470c-b613-b5e560637c99","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 250","Installation"
"32552d43-99bc-5ea2-bb39-c61e0a14ad8a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Internal doors hung"
"50a2d214-837b-5f43-a68d-5d96b45854f9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Skirting installed"
"1c9399e7-16c9-5539-bf88-ceed67cd02da","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Cavity doors installed"
"276bbb05-d816-52c7-8e03-18877e77708e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Window architraves installed"
"6aa000f6-bcc4-54d6-90c9-da4f28b43634","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Wardrobe jamb installed"
"083ac832-ed8c-5016-b697-59fc12f3348e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Entry door hung"
"56f86d72-3252-5dcf-b4f5-cda25c68c7f3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","All install work 100% completed to required specifications"
"7a74a249-67a8-5314-b801-a29ce78db272","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Installation","Area left clean and tidy (attach photo)"
"9117342a-750e-49d1-9cf7-a299450ab3a7","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 250","Fit Off"
"71402249-e552-5957-b286-842f7478c749","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Installation of door hardware and door closes sufficiently"
"a918b77d-c5e3-510a-84e9-214b65d86707","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Bathroom and toilet vanity installed"
"ace51232-416f-5c2f-aa23-e574609c335e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Handrails, toilet rolls and towel rails installed"
"f06a9f14-762f-505e-82a3-82d756b2c642","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Entry door hardware installed and closes sufficiently"
"5e624711-c98d-50ac-8ceb-09f1c93925e2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Fire tags installed on the door and door jamb"
"e6b3f4d3-edb9-5a77-8d4b-10f3b0424b87","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Shower trays installed"
"c2fa17c0-2017-5d99-8ddb-991df68cc542","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","Area left clean and tidy (attach photo)"
"ff760ba9-0ae9-5357-bda3-1538fcc00a9a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 250","Fit Off","All work 100% completed to required specifications"
"bc84e053-71f3-440f-911a-e8a8d4b769e7","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","Care Apartments","ALS - Accessible 251"
"f26c5d51-3cc0-4fe7-84c2-652ee983693e","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS - Accessible 251","Apartment Rough In Checklist"
"2063cd0f-9f7d-5827-b15a-2a69391cbed5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"aa7654fd-ccbd-5ca5-8fe0-8fab77f22496","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"b0313901-98ce-5691-aab8-926b588c158d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Apartment Rough In Checklist","Cavity pockets installed"
"17f424eb-fe85-43ec-9836-559902eca547","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS - Accessible 251","Installation"
"61f200ab-0cf8-5a9d-81b7-41e77c458089","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Internal doors hung"
"337bfc5e-9c20-5b23-bac9-5e35d4d1e22c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Skirting installed"
"e9141b03-ecd0-5c45-b4a9-49d5e5b179c5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Cavity doors installed"
"3c4f94ab-9166-5ba5-8563-970f29b3fab8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Window architraves installed"
"f0186401-3ce1-53a2-a9c4-1bd261fe0405","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Wardrobe jamb installed"
"dd643158-2383-579c-a607-2f6b064fc756","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Entry door hung"
"f177ce14-2f5a-5d7b-81dc-d9804f94ff5b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","All install work 100% completed to required specifications"
"6fb4b647-a8ce-5e61-bc33-b93821c30948","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Installation","Area left clean and tidy (attach photo)"
"00adc8da-fcf2-44f8-bdc7-780a3c8d15c3","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off"
"844666b2-8930-5127-8480-eca5da3d6235","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Installation of door hardware and door closes sufficiently"
"010d2674-a96e-5b6a-97cc-f597dbb983f0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Bathroom and toilet vanity installed"
"b0bcfaf8-ab82-5b09-94b1-88289167ccc3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Handrails, toilet rolls and towel rails installed"
"9e153971-a33e-546f-8ff3-bfd61876bb95","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Entry door hardware installed and closes sufficiently"
"5a666910-76e5-50c1-97ce-e80867c52b68","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Fire tags installed on the door and door jamb"
"42708b15-b07e-52e6-b31c-460a97802fda","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Shower trays installed"
"c1257b91-c778-5f44-80d3-a6dcfe2a5499","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","Area left clean and tidy (attach photo)"
"f853bae4-1e5a-5657-a8f2-ddffd4285683","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS - Accessible 251","Fit Off","All work 100% completed to required specifications"
"7ee4dfad-1c44-4a1b-af1f-f731bdfbb455","","folder-normal","not-started","","step","TRUE","FALSE","Level 2","Care Apartments","ALS 252"
"416d71e5-9617-4d3c-bcdc-585471d16588","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 252","Apartment Rough In Checklist"
"b2dce54f-f8ce-55d4-ac23-1dcd7bcf41bc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"efe600f6-9c35-55ee-af15-f4120bcb526e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"5d925335-70bd-5e1e-a712-b53f82e32b25","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Apartment Rough In Checklist","Cavity pockets installed"
"b56579ff-205e-4d76-8a2f-16cd35ab8bdf","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 252","Installation"
"95fe2d94-48cf-5a6a-9de6-aea62db5bcc0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Internal doors hung"
"1b966128-862e-56eb-9f65-1d7d9b64c48c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Skirting installed"
"11d56d15-d3b1-5e67-ba25-16975aad3c87","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Cavity doors installed"
"2c146b10-2605-58db-90fa-e524bed81984","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Window architraves installed"
"54015215-bdac-5ca3-a837-0b83cad7aa01","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Wardrobe jamb installed"
"a1796240-cb9c-597b-b11d-e86206a70778","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Entry door hung"
"f325dbf2-18a2-528a-b873-9db05bad6248","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","All install work 100% completed to required specifications"
"0f0f2335-ebaf-594e-a9bd-92fe7db207cf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Installation","Area left clean and tidy (attach photo)"
"b81b1b02-2bc8-4edb-b35a-67af7eff4e8a","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Level 2","Care Apartments","ALS 252","Fit Off"
"a31ce24d-1625-5516-b983-ecc27322aef9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Fit Off","Installation of door hardware and door closes sufficiently"
"f848276f-6d00-5c54-933a-a27659df0851","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Fit Off","Bathroom and toilet vanity installed"
"020e73ae-05c3-5653-a1b6-ca5973532ce1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Fit Off","Handrails, toilet rolls and towel rails installed"
"fe51f784-e715-58de-8573-0f227085f9ad","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Fit Off","Entry door hardware installed and closes sufficiently"
"16451419-b131-5779-bf2b-0daaba9302ca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","Care Apartments","ALS 252","Fit Off","Fire tags installed on the door and door jamb"
