"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0263d9c4-7e44-47e1-b13b-4311d12fc2f5","","checklist-flat","no-status-started","Project Details","checklist-flat","FALSE","FALSE","Job Details"
"53773ad8-29ca-418d-9c53-61b97c62b58c","folder-normal has incorrect meta.stepType folder-progress","folder-normal","fail","","step","TRUE","FALSE","RSB Electrical QA"
"c12de540-eb4b-41e6-b63b-7e5bf0f16be9","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01"
"e0670424-0a13-42a2-bead-ed2d30d07478","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Main Switchboard"
"128fc72e-3e02-41c5-b5de-ced0789a56c8","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.05"
"1ed9c17c-6f10-4ab8-8f14-8daa3b9f08fd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.08"
"9d87af69-804f-4b84-a002-60324d2b070a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Distribution Boards"
"bea4ed03-7bbc-49ba-bac6-f87228e2817c","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"03df39c8-129f-4a57-b25f-7450f9d32fd3","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"3ee71edd-ab74-47e7-a24e-caf4ba85f2f1","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"7e69ef90-a110-4e3f-bfe5-d344d67f7d7a","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"27763ade-e993-4f54-b0cd-5cfd086d8ef6","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"9a8e4f02-ca84-4a3c-ae4f-79643c6fb4cd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"46cd89cd-e19d-460d-8d69-3e08e9ebbcd0","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"10190676-911b-453c-9be5-829ae666024f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays"
"c4af46ee-d38a-473f-9e45-75fed7f9e3c6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"4c933185-955c-48f0-8f6a-a67f7ca26ba6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"760df78b-947e-4bed-9b5e-ad0ffa1f3720","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"1e0961e1-9277-46f1-9622-4bbee350afa7","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"a02df0a4-4396-4c69-a16a-0f82df93c228","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A"
"a5dd00d8-cb8c-4520-a493-01233bf1d6e7","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power"
"c4ca7bb0-3df9-455f-9d48-0c498bc6db6a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix"
"4918d3eb-8e5c-4349-9e71-c1482135b9f1","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix","Basement"
"9fe8e1c8-b932-473d-a09a-3bc257e39f7a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area E","Lighting","Second Fix","Stairs 3"
"9a7b4afd-3701-425e-bc09-d39f519f6b3f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding"
"1d71631c-b478-44ee-9d71-54f189d11f65","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Basement"
"86fd2c95-f8f1-4449-87b3-a0b76f82e17e","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Basement","Car Park"
"36260d6a-896e-481e-ba06-9059ac77b26a","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Basement","Gardener room"
"3a04699c-6904-4471-b12c-7c106039c19d","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Basement","Maintenance"
"f444b181-088f-4aaf-b9fe-3e3e55fd1bbc","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Basement","Stairs"
"5d4ba048-36f4-4fa8-83d0-38fb7b8a3e91","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Basement","Staff room"
"6e4e1f53-6eb5-4a38-b84d-4f3491c843c3","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level"
"58771100-cbaf-4fa2-acdc-67923ae1f4f0","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Comms room"
"1415677c-ccc2-43fa-8849-a02b4e763ad1","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Clean and linen room"
"bed5b60e-86c9-417d-994e-2e3faab0bb52","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Dirty room"
"390a4ec2-fbfd-4efe-b395-a1eee1d18851","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Lobby"
"856565c1-69d8-4f9e-8e45-62506b568b8b","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Linen room"
"20cb2d7a-c4b7-48b5-b4a5-b2d5ee52e180","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Laundry"
"4ebd4f08-3d3d-444e-ab03-86831647a46a","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Commercial Kitchen"
"fa8178e5-761d-43da-8ad4-da03eb4a8140","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Staff Room"
"add5f725-acee-44b8-bfe8-a3beab35f91d","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","WC"
"e802bc66-a2c4-4d92-8fe1-75fcf69d8c82","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Staff Toilet"
"e29e5700-eb8e-4322-beb6-e55f968ca8fb","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","Sluice"
"04f3083c-1ce5-4f88-97e0-e021201e48a0","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Ground Level","ALS G61"
"6a099b7a-3157-4c08-8cb4-adc8b7269cf1","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1"
"fc9f4245-ac46-41f0-96e1-58ed5db25e9c","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","Acitivties Room"
"7170086c-3e4d-4ebf-b707-fb70af5b2afd","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","Laundry"
"be1784a9-5cb1-4c43-9062-49dd614dedfa","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","Corridor"
"90fabdfd-21fc-4a0c-b556-6fc53fa740f0","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","ALS 161"
"aa9fb207-e64d-4cf3-b13b-f037263ae48e","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","ALS 162"
"8fdbc5db-4384-427b-9a6a-75995fb6e3b7","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","ALS 163"
"4e57b453-f316-46b8-9bc9-f1520ccae63a","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","ALS 164"
"d399435c-5252-40c8-b30e-68870cbee2b0","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","ALS 165"
"e833cec9-abc6-4e48-9a38-4c80a20da0d5","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","ALS 166"
"944315ec-54b0-4227-9d99-326134aa3236","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 1","Comms room"
"370a8e69-218b-4b86-8343-c4dcd23e666d","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2"
"81489743-fa85-4faa-ba7b-0add775beb29","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","Corridor"
"66d9f6b4-f5b6-4c6a-81cb-4328c4243015","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","Cleaner room"
"a0920cc5-5146-4716-b500-d7aadd17785f","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","Laundry"
"517fb410-bc1a-48aa-a628-9546caf776a4","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","Comms Room"
"793ae6cf-75ac-4f69-9a28-5ecd7ff24759","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 268"
"5ddf329e-2b49-44e7-ba92-c54118c2517b","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 269"
"fd2a6dec-0c40-4b69-88d0-0e57478a0d77","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 271"
"82339abe-9d54-41b4-99f2-f6830950fe06","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 272"
"50e5879f-e6b4-4576-9178-5c9af593ef13","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 273"
"9f7bced0-2d20-4d74-8848-35b85b80b528","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 274"
"5fd5b891-8f3b-4044-ad57-214c225939d3","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 2","ALS 275"
"c5801d2b-65b5-4a4d-b7f1-c90c3fdb34dc","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3"
"65c69767-fa25-43b9-bc0d-ea9c4c45ecb6","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","Laundry"
"2bfce641-db79-49e9-bafc-59a58f712c1e","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","Corridor"
"5a4f0222-b010-4b28-aebf-d9284efd09ce","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","Comms Room"
"4e800f1a-5ea2-4fb1-885f-a3e7428b1084","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","Cleaner room"
"0a1333ba-aa39-4e3a-9ce7-6bb0c97ad317","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","Store Room"
"f35ce672-6deb-437c-bd46-253705812204","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 368"
"2af0b196-b8cf-48ad-a3aa-2c3a4671cc53","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 369"
"b528d892-ce2d-4ac3-a3f4-af0cf5b53989","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 371"
"95dc09ee-3052-4aff-bace-f4ad1b0f93c1","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 372"
"b45a2a33-ee08-4321-b0ad-bd626209e12e","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 373"
"bcf8c73a-39ae-4154-91ac-67a462a2935a","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 374"
"a3e91154-e956-4981-aceb-d72a8a193af8","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 375"
"ea7528c7-1ae9-411a-8af9-213aa9964b3f","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 376"
"05cd9e79-be77-4882-85d6-b849ddf530ec","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 3","ALS 377"
"8ba6b116-b4f9-43d8-b6f0-237edf477fd0","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4"
"b0c61c53-9280-417a-875b-d743841edc4a","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","Corridor"
"c8d15ed2-046c-4ea1-9570-bf81e102e11b","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","Rubbish"
"8e49babf-1dbb-40d6-bbf2-a4fb053fe34a","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","Comms Room"
"c7759efc-ad95-4281-870d-05cd59469e53","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","APT 463"
"f8f66ede-6b82-48f6-90fb-7dbc11162850","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","APT 469"
"3fefc892-1c1a-49e7-8c7c-7af2dbc4d148","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","APT 470"
"786dc779-0b46-4270-b145-e631b635a4c7","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","APT 471"
"1523465e-87a1-4c02-bc51-112e5d8d6cf5","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Level 4","APT 472"
"1e4b6490-2d58-40aa-9100-52740bbc17df","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Lift 3"
"a0ead47e-400f-4d06-940f-18afcf022fdd","","checklist-flat","not-started","B01 - Equipotential Bonding","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Area E","Equipotential Bonding","Stairs 3"
"368dc340-0576-41c0-a53a-62cc2f06b6d3","","checklist-flat","not-started","B03 - Handover documentation","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Completion documents"
"d09c1fc7-9f8d-4a62-baad-dfcf50c266e8","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","TRUE","FALSE","RSB Electrical QA","B02"
"d6e540e9-d891-4644-b90b-c150b8d6ccea","","checklist-flat","pass","Pre Commencement Checks","checklist-flat","FALSE","FALSE","RSB Electrical QA","B02","Pre Commencement Checks"
"9ae733ef-8e30-4236-8c03-9e919d079fd3","","checklist-sectioned","not-started","Main Switchboard","checklist","TRUE","FALSE","RSB Electrical QA","B02","Main Switchboard"
"b4c78ddc-694d-4da2-b742-16c5fad745fe","","checklist-sectioned","not-started","Distribution Board","checklist","TRUE","FALSE","RSB Electrical QA","B02","Distribution Boards"
"50214075-3f44-44b8-9ee4-557e551f4987","","folder-progress","pass","","checklist","TRUE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5"
"8f933f1a-c22f-4845-abe7-aa876414243b","","folder-progress","pass","","checklist","TRUE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix"
"0c21310d-0165-4fbf-a0f4-a911bbf16af9","","folder-progress","pass","","checklist","TRUE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level"
"ff415e49-92c0-4047-9f23-2420602dfabf","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Carpark"
"25713b29-1782-4e70-8c98-a10b57a7af96","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Lobby"
"4f433cec-df44-47be-91f8-1de6eafca420","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Corridor"
"c40d9863-879f-48f3-adbd-eea5fdca13ef","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G15"
"09295947-c0ce-48d7-8d1a-f910b6eba183","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G16"
"aa4a68e7-51c0-4bcf-863b-ef3dd46b5dfc","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G17"
"c658a8a0-7ce9-4f25-a58a-004a75b4243a","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G18"
"9909e821-edd7-4f6d-abe0-cd54582b70f4","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G19"
"f739b8da-0c79-4626-ad7a-ebbfbcc9ab82","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G20"
"93b60822-4618-4aca-bc86-f667dc723e98","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G21"
"e1ca4cdb-22dc-4f74-8d59-013364e657d8","","checklist-sectioned","pass","First Fix QA b","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Ground Level","Apartement G22"
"623c3fd5-a5d2-40fd-b39f-05e1c27ea4c2","","folder-progress","pass","","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1"
"45d39f89-a630-4ed6-a897-553711cc3af4","","checklist-sectioned","pass","First Fix QA","checklist","TRUE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Lobby"
"05a7aa87-975c-4a1f-bbbd-5514b4652a87","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Corridor"
"690082a5-3367-421e-9419-dac0d8ee0cb2","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 115"
"49aeed3f-e0da-4c0c-8c8e-5c6eccb85c9d","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 116"
"40f67d0b-ffb1-4692-89ac-fee174d68ec1","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 117"
"d243d383-ee39-470c-8a7c-585d64a6756d","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 118"
"277b23f6-3541-416f-a046-ba4df1658dee","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 119"
"4aa608b2-984f-4a91-8e3c-6612fd544c9e","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 120"
"4f11123c-b7e9-4f2e-b245-f3e89dd693bf","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 121"
"fb12c007-0f1b-4c83-a023-fe4b9fdf27ed","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartement 122"
"1f51e14b-074d-4fb1-93c5-6bf1b017f124","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartment 123"
"3c605299-2465-4f6a-b732-756178f2d7f9","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartment 124"
"f042a9b8-d2f3-4535-8e9d-b9998f108f9a","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartment 125"
"191ec629-6e50-4008-8220-42d1068ecca7","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartment 126"
"d5a38dee-1b7e-47da-a3ab-8e958431df1d","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartment 127"
"f3314ab8-d7db-4af1-9085-129d675f3322","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Level 1","Apartment 128"
"2722495a-603e-4368-b698-b83315a01f95","","checklist-sectioned","pass","First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B02","Finger 1: Grids A - N & 1 - 6.5","Power/ Lighting First Fix","Lift 1"
