"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"38c7fe6a-c79b-4c66-830f-91fc7b7c17d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"dd37bff1-2a7d-45fd-8ee6-5dd137925c42","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Drains"
"39136060-8093-4d55-aca7-65eeab624fa9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Drains","Ground Floor"
"4c5d9b9f-ec14-4191-a0c9-f6765d903bba","","checklist-flat","not-started","Drains","checklist-flat","FALSE","FALSE","Site QA","Drains","Ground Floor","H100-1"
"a80e9293-ffd3-5de6-b816-10f6d0754187","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Kitchen","DISHWASHER RAN"
"bcac8b12-0e76-5ff5-8d79-c7b8b57c90a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Kitchen","HOT PLATE"
"686fd357-fc5c-57f0-9352-13a80345d957","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Kitchen","SINK WASTE"
"1bf27d23-728a-51cd-8f0f-59edd841448d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Kitchen","COVERPLATES"
"b3a3f0d6-27dc-4ba7-ac9b-bd3eeb1efd19","","checklist-flat","not-started","BATHROOM 1 Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom"
"980ea438-fef0-583f-abdc-74fa89d45c2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","W.C"
"096ae3ea-2a8c-5c0e-9a50-ce278c22a8d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","BASIN"
"2d587252-9430-52d4-b1a1-4dedb820aab0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","CLEAN BASIN FW"
"9dae0c9a-639b-5434-8dd1-bfb958612c91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","SHOWER MIXER"
"293d01dd-b370-5738-b973-84e76ed751fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","SHOWER ROSE"
"484ca305-fddb-5f3d-be6f-1e0231a88b9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","SHOWER WASTE CLEANED"
"dae721c3-7479-53e8-b2c2-b869537fa8b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","TEMP VALVE"
"20bb8352-8c66-5562-83e7-5f379d0b1232","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Bathroom","AAV"
"96e42a8d-d8cf-4b5e-9d19-773cea300f1e","","checklist-flat","not-started","LAUNDRY Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.6","Laundry"
"1209fcc4-dab3-54e2-8e34-63a24c34e99e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Laundry","W.M STOPS"
"9d81cd31-2942-576d-b778-abb4f936e9db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Laundry","TROUGH"
"fe082748-96fc-5022-830c-be540ba876d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Laundry","TROUGH MIXER"
"066f8f18-7875-5110-a234-cb638ea3e461","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Laundry","TROUGH WASTE"
"8ae0c954-af5e-5333-bf87-13e89779871b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.6","Laundry","FLOOR WASTE"
"fda77bda-c49d-4de3-a87f-180ef8b5a979","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level 2","C1-2.7"
"d26d05ce-6daf-4faf-b982-05278e65c08c","","checklist-flat","not-started","KITCHEN Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen"
"4297d863-fd5a-5cfb-9b04-5f396bbb335c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","KITCHEN SINK"
"e276cd1c-739a-52f4-a304-e2467bb8afef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","SINK MIXER"
"a976e930-fe20-5c83-88aa-a01c7175c906","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","DISHWASHER"
"eefead58-2b40-5021-8d02-49b7d9237f8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","DISHWASHER RAN"
"2e52472d-cfc6-542f-ba12-a66b29f57201","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","HOT PLATE"
"40e4d673-0f73-5080-9f53-0e6a9ac4d077","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","SINK WASTE"
"26f55862-f396-59d8-a134-40b0f3cbf85a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Kitchen","COVERPLATES"
"9d59a68f-28a7-4b70-89ac-24b63de3266c","","checklist-flat","not-started","BATHROOM 1 Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom"
"f6bccfc6-c7ce-55e5-af6a-f55978b1b1d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","W.C"
"c315e412-ad01-5a4d-8524-93e09fb8e819","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","BASIN"
"df28a23d-0baf-52b0-94e0-46c14e6e561b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","CLEAN BASIN FW"
"c5c4fac5-0956-5c69-8528-2e1e4e31c550","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","SHOWER MIXER"
"dc381d41-9746-56b8-b52f-96a23c04ac82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","SHOWER ROSE"
"70bb4c2b-8021-564d-85c3-d107afa7cb4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","SHOWER WASTE CLEANED"
"4ab46b3d-5367-5d6e-83f6-eeacea4f461d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","TEMP VALVE"
"636fcfc9-5390-5b0e-89f3-50f2d4028262","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Bathroom","AAV"
"a8d77942-e2c3-4841-b66b-aed965cba153","","checklist-flat","not-started","LAUNDRY Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.7","Laundry"
"e8da897f-9764-5106-86db-56a029d94f1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Laundry","W.M STOPS"
"78707798-3826-5ce0-acd0-b3117fd82652","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Laundry","TROUGH"
"81b54c44-2a46-56ba-a577-df075c423918","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Laundry","TROUGH MIXER"
"f9c4997a-fc3c-54be-94c0-0c5f7007dd9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Laundry","TROUGH WASTE"
"5712cab4-6c86-5773-bf7e-c0a2bfcad681","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.7","Laundry","FLOOR WASTE"
"28a4e73f-f167-409d-a432-2215efaf219f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level 2","C1-2.8"
"24c9e98b-dbdf-49f7-babf-483e1b6d6866","","checklist-flat","not-started","KITCHEN Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen"
"dfd894d9-917f-5a0e-8f1e-705dbd1a89ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","KITCHEN SINK"
"17bb9619-0cd6-5e4e-8f1e-8a535db8ea3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","SINK MIXER"
"f4d0082d-1af2-5cc2-b2d8-27912608fb2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","DISHWASHER"
"fc8b5d6c-ca7d-582e-80c4-17b0e8a624bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","DISHWASHER RAN"
"6c67ebd0-2882-5b64-9a09-3777ee51c0aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","HOT PLATE"
"01e80896-961f-595d-8360-6b2af7e0a40d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","SINK WASTE"
"f765d3a2-db46-5769-a1f0-12d3d4bab73a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Kitchen","COVERPLATES"
"74730cbc-3bad-49d4-a9e3-a698e9720622","","checklist-flat","not-started","BATHROOM 1 Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom"
"69f2f91b-9254-5d07-9762-c8ff377e8449","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","W.C"
"2ca0bb39-f1c6-508b-8e0a-bd4c9897d9af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","BASIN"
"4a40ff42-8f01-57db-b849-c4a0f002cdce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","CLEAN BASIN FW"
"1bbe39aa-896e-58fc-a8a6-304cf6c38158","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","SHOWER MIXER"
"244f3204-5272-585b-b8eb-61d95223dac6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","SHOWER ROSE"
"10f06223-00e3-5ba2-b6a0-722259012de1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","SHOWER WASTE CLEANED"
"ce59cabb-2c00-5a46-bb92-580195074b9f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","TEMP VALVE"
"69283e62-7698-55cd-928f-f5965da4a2bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Bathroom","AAV"
"81b253df-9432-4c5f-9925-e4888d41e36a","","checklist-flat","not-started","LAUNDRY Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.8","Laundry"
"75620d88-92fb-5a84-90a1-81a1b15fbae8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Laundry","W.M STOPS"
"d40fa18d-3f5e-51d7-9c25-35d2c9578b4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Laundry","TROUGH"
"8edcf39f-eb22-5c58-b28b-5aa37f705c42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Laundry","TROUGH MIXER"
"460925e9-50e2-5995-968c-95c86b4ba0a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Laundry","TROUGH WASTE"
"0642563f-20c9-59c8-ab48-4eea6e9b3a06","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.8","Laundry","FLOOR WASTE"
"9d072fcb-e308-4b7f-a5e5-224e4b345992","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level 2","C1-2.9"
"6a207e54-58d8-4dab-9870-ae0a27049dc5","","checklist-flat","not-started","KITCHEN Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen"
"565cb99e-be49-59ab-903f-bab7576daaf0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","KITCHEN SINK"
"c1c2be5f-0c17-52e0-9fc9-8363f63dc258","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","SINK MIXER"
"295f6bf4-6477-50e2-bbe7-1f94df963fb9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","DISHWASHER"
"e71cb6ea-9082-5b51-a9d7-22b288c8b99c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","DISHWASHER RAN"
"28ae5031-f57f-5bf7-9451-aa570ad2fc6b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","HOT PLATE"
"bd55bffb-31b9-572c-a831-c2abe31f450e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","SINK WASTE"
"39d89708-34c5-56ee-b2cd-4d5b49872839","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Kitchen","COVERPLATES"
"94decfeb-c2bb-4c5e-9e53-b1652119bc84","","checklist-flat","not-started","BATHROOM 1 Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom"
"93379b73-ccbe-5f24-8c9e-cefafae3f221","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","W.C"
"5950c5d1-f82e-5003-afc6-c9626b187350","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","BASIN"
"d3ec9758-7083-5b15-82a3-f9f4402e3235","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","CLEAN BASIN FW"
"31cfd570-be27-522e-aae2-8117244ce7c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","SHOWER MIXER"
"57a29725-9449-52fb-a3ec-6836c25d3f7a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","SHOWER ROSE"
"08dec90f-4a93-54aa-ae66-dd9fddec2708","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","SHOWER WASTE CLEANED"
"e81ab724-aa05-5b51-8445-512d2338eb8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","TEMP VALVE"
"86161d80-1739-52e9-8ce6-453f7aceb0a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Bathroom","AAV"
"405e6e7a-7005-46f8-a363-cda6b0cba6ec","","checklist-flat","not-started","LAUNDRY Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.9","Laundry"
"34a148d6-69c1-5c60-91ac-609b63dad28b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Laundry","W.M STOPS"
"642df9e6-ee61-5bbe-9c52-2a30b0625c76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Laundry","TROUGH"
"ef130f4d-46ae-5cf4-b1b6-e8ea7d06ba28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Laundry","TROUGH MIXER"
"72f03928-80eb-59ba-b5aa-88eb7347a5c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Laundry","TROUGH WASTE"
"68fe78a0-856d-5c8d-93c9-141fd803f8f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.9","Laundry","FLOOR WASTE"
"b0961cd9-5428-4e2f-b111-3db66848c297","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level 2","C1-2.10"
"c13280e7-3f89-4758-bebe-93b891450936","","checklist-flat","not-started","KITCHEN Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen"
"1f800e4c-525e-59de-8501-4bce34f25f1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","KITCHEN SINK"
"aab0595f-f406-5027-bbd9-9501889099f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","SINK MIXER"
"5126ac0a-0f4c-5966-9594-386fcffb5697","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","DISHWASHER"
"38cc75e2-f3d0-5be9-ae8f-936fe752239a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","DISHWASHER RAN"
"f8cb5f85-57d1-57d2-8c4e-0700f7465d12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","HOT PLATE"
"4dd6fa18-7735-5855-9a37-f70a46014b36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","SINK WASTE"
"b70eb65b-0915-5405-87ab-41807434d5b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Kitchen","COVERPLATES"
"a0e9cadc-7a95-4fdf-893c-f15f7def07d4","","checklist-flat","not-started","BATHROOM 1 Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom"
"4ae7fff4-f594-5c22-80b5-b399204df26c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","W.C"
"c72add85-4dc2-55cb-95e2-015fec2c6e88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","BASIN"
"46c6fb8c-6529-5087-bc83-e13705ce7ce1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","CLEAN BASIN FW"
"d4992c3d-0972-5d62-a1da-02f9c7eeb4f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","SHOWER MIXER"
"e84ef3be-7335-5447-aa11-32859e24aaa6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","SHOWER ROSE"
"7d71fc9b-a6e5-58c5-b47f-048dc00ba22e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","SHOWER WASTE CLEANED"
"cf739163-2eb3-5fdd-bb34-35046d5efeed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","TEMP VALVE"
"ea501b76-8d7d-5cb7-81c8-47ca8efb8218","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Bathroom","AAV"
"f5624a78-d1b3-4cf1-8958-9d9a4a6421d4","","checklist-flat","not-started","LAUNDRY Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C1-2.10","Laundry"
"dc2a77b6-7d31-511b-a66b-c338d0ea63fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Laundry","W.M STOPS"
"8745877e-fa25-58a9-93e2-70e5653cb9c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Laundry","TROUGH"
"b65347e3-5976-52f4-81a3-7c8eb0923078","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Laundry","TROUGH MIXER"
"ac2fa9ed-0451-5fae-9eef-dd5db5973d95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Laundry","TROUGH WASTE"
"2d2da3a9-105a-5729-b562-f175fb0c560d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C1-2.10","Laundry","FLOOR WASTE"
"9469105b-c6cd-4efc-97ea-0044305ba2a0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level 2","C2- 2.2"
"482563dd-b7c0-4051-b729-7bb61353e187","","checklist-flat","not-started","KITCHEN Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen"
"16f09adf-c7ef-5ec4-92fa-ad0dc9732fed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","KITCHEN SINK"
"0c29b3aa-fac6-5cb9-94f7-b44bddf57fad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","SINK MIXER"
"3e743c70-3051-5f25-ad22-efb498ff21b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","DISHWASHER"
"ef577cf8-cf11-526a-9414-839ffdd0a55a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","DISHWASHER RAN"
"b6fa4a7f-df4b-5bcf-9054-6bab30729ab7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","HOT PLATE"
"74532d87-bad6-5283-9cc4-eb7f284e02b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","SINK WASTE"
"b1c7de2e-d383-50c7-b6ce-691fbdadb9bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Kitchen","COVERPLATES"
"75abb2fa-4574-4c76-bfe2-11246ea12eab","","checklist-flat","not-started","BATHROOM 1 Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom"
"9c04dcad-98d0-5ee2-b7f0-3a3e7a315c45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","W.C"
"28e9bbf4-6a61-5021-acc0-f93ae0f322b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","BASIN"
"547157e3-7a9e-5519-9292-71f2b774d1b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","CLEAN BASIN FW"
"ebd218bb-6ac6-5fd7-b9eb-ba36f025d9b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","SHOWER MIXER"
"ad8d56c1-9f5c-5312-8f50-ece2d318f789","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","SHOWER ROSE"
"25df46a7-005d-50f3-b540-5ed0e38dca27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","SHOWER WASTE CLEANED"
"906c608e-b690-5334-b2dc-e4f9c763c60e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","TEMP VALVE"
"df04c439-7702-5067-a31e-53491e59d86b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Bathroom","AAV"
"5a69e3e9-5b85-46fc-ace4-6f3429fceac4","","checklist-flat","not-started","LAUNDRY Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C2- 2.2","Laundry"
"398b7617-1a95-59cb-97cd-ce14228a7cc8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Laundry","W.M STOPS"
"1dd05e6b-e520-5c8d-b844-55d83b1dec09","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Laundry","TROUGH"
"b60e34d7-182e-5918-8ea2-766d83388109","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Laundry","TROUGH MIXER"
"c70c4595-57b1-59a6-8a30-984ecf41df2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Laundry","TROUGH WASTE"
"5441efdb-22cf-59b9-b61f-d97724859b53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.2","Laundry","FLOOR WASTE"
"f2f0faaa-6fa5-4e86-9220-336128ed42cc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Commissioning","Level 2","C2- 2.3"
"1bf3b54f-9087-44e3-b298-57259bcedfcd","","checklist-flat","not-started","KITCHEN Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen"
"10a6105e-eab7-5907-9c63-fc5485945ea6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","KITCHEN SINK"
"1fc97d29-1856-5736-9fe6-1aef4d5920f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","SINK MIXER"
"e5509db0-5869-5b03-8400-e202ad193b86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","DISHWASHER"
"ad88c6c2-d844-5ed3-9bd4-d0aa39531180","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","DISHWASHER RAN"
"f30d81d7-5f0e-5200-ab6d-795bae6e457b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","HOT PLATE"
"123ee49a-4f0e-572b-8840-5f3c7ffa448c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","SINK WASTE"
"bf43c2e2-806f-5dce-89a1-e9355ac32945","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Commissioning","Level 2","C2- 2.3","Kitchen","COVERPLATES"
