"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26fcea79-2069-4951-a014-3e775d3b359c","","folder-normal","fail","","step","TRUE","FALSE","Station Box"
"1f862615-ee8b-4b14-bbac-634d0b039ef4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01"
"b4f821a7-c8ad-4d7d-9080-515af3bfa2d8","","folder-normal","pass","","step","TRUE","FALSE","Station Box","Lift 01","Zone C (Western end)"
"db48e4bb-d793-4eed-ac43-6adb9ae759d6","","checklist-sectioned","pass","5e2aca4a77bdc90475ab6c3dcfe1b551cd16e8bd070cc04f94212ccd78dfde8f","checklist","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00"
"547de478-8cc6-5968-ab05-c20cc100d9cc","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00","Pre-Excavation"
"322c6060-ed96-533a-9378-94ee54fe24cb","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"ec404974-ddfc-5130-820e-5ddd89f00c0b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"cbd54bb2-0565-5a81-9225-96a3c87ae128","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"9a486f2d-6920-540b-81fb-6d7747d53e01","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"8d9b358c-8f2a-55b2-a784-704d51b535a4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"8c6ddd4c-3d2e-5c3e-b74f-3f4f5f898d3d","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"1c13e141-84d9-5cd1-a0de-c23bf3e89e1e","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"c3162520-20f1-5f67-a9c9-d6eb7179f9de","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"9c5d1e25-b0a5-54b3-ba37-219be1271af4","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 04","P173 to P183","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"1fdc9156-7f77-4fe6-8365-e0a70c097fc1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 05"
"de5dbb28-d9b4-4ff6-85ad-f28cf0559d67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 05","P126 to P155"
"a6f0be89-8bb6-4f6a-b036-e688f8da5aaf","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box"
"3db86977-f1d3-51f0-8696-fdc50480bebb","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"b21c5cf6-34dc-505b-9f9a-2cef4aaddb22","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"bf630677-2b52-55b2-8e1a-0f23d9d8e29d","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"17d95afc-c394-5b4f-b40d-0d2e847c1a76","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"672c2216-bd40-544b-906f-6064b0a91dd2","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"60650cd0-bf85-5357-828b-143950c9b6bf","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"e2e96b93-70aa-5c30-967d-77a15607d492","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"0124f297-7983-5109-85d4-d3aa53e062a4","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"bce2a2c7-fd86-5a03-be66-58c4fc738a2c","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"2dc9110b-1a96-5cd2-9c5e-e585fc3bf641","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"385f7a77-ecec-599d-a9dc-f596aacf0779","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"aa13d52c-a57f-54bd-904f-1e41e799798d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"ff8d957b-8b77-5d0c-b6db-b3cad0ab93f4","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"077824ca-88f3-5a50-9e59-29feba085c3e","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"b7bce29b-c85c-54cd-a27d-5278c0e2a6a9","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"99435d0b-f4a4-50d8-b2be-30806c44129a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"a4103734-795f-566b-83bf-0dde98b25ce5","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"b6e0b332-5c37-5512-95b6-13f1a53be5fc","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"b5b2ea78-e20a-550c-9e0b-70fe2e136fe0","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"fd224352-8dec-5c67-8cde-520bf7e75e4a","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"e4733b5c-508b-57f3-b691-52af5052093f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"534178bf-5fb1-5d2b-a0d4-255fc9301f17","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"6fdd03f7-cb87-589d-b3d3-29475c88f178","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"4d6e5d93-a96f-5c4e-be3c-4390d40cd491","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"65eaf933-1d03-5be3-b09d-c248ff097d70","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P126 to P155","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"840f9824-864d-469b-b4fd-2f67750c5d68","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 05","P058 to P091"
"19fb151a-b1c9-4b85-90c3-e7c30f37ae5c","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box"
"c52ce64b-6ae8-5be9-86fd-9694b78f3fe6","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"758dba52-ed63-5e20-aebd-0b1d8da64bda","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"9f36ee1a-e25f-5ec1-8d04-7e309426695e","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"8d410360-3ebe-5bdf-92a3-27755c1d01e8","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"2af136a1-a651-54f4-a7c8-b1ca3139ce02","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"bd5afcff-4dea-5dfb-aa7a-c972b69ff605","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"b9b31232-99d8-51d6-b39b-36bace484fe0","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"44ed9b11-4c63-5bf2-81e0-8f29c0e407e8","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"a1134844-7a10-5f92-bc31-b926fc9eef58","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"ae9f2e79-a4d5-5eea-981d-4b5a9ffd9e1e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"2f6998b0-91c8-5593-850d-7336b0a8d867","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"3e5369cb-b40b-5eda-a9ac-863a2b58d7a5","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"6185a67f-6e21-5739-a8b3-3b9d89cdeff6","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"2490a641-98b8-5a72-9089-d46d6a30d52b","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"38352f4f-a77e-5ea8-b392-5951a78c7588","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"16f40a27-c3e4-560f-b4b3-3b5f9325df88","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"02a3b733-e25a-5506-8036-a8b8d5dea13d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"df25b243-3577-5318-81fb-0ad2d5666e40","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"e7b5385b-a0d5-5b4a-bd68-f1f2ac7f23a8","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"51278ac8-f3a3-5e1e-8186-3d0b2dfadf4e","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"992f22ea-2791-556a-afc9-f3eccfed8044","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"fcc07e94-be94-5588-9f84-05ad79972967","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"45e3475a-f8cc-5fb6-8c31-0eaab61df05c","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"504242b8-bc60-55c0-9e3b-aafd2f49e8c6","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"f604c1da-40ff-55f1-a488-fe61b0823095","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 05","P058 to P091","N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"c558aaa8-8fcb-43d3-9906-4d929f0f6ee0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 06"
"ebde43c0-3b52-44ec-9a8e-04a88733baf8","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box"
"103c174e-9686-5d06-8cec-64bea20cbdf6","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"ce3a0f06-3da7-5140-a221-fd12ba19dd23","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"46cb28e0-5fbe-5909-b33a-ebba6b159387","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"c48b3718-b835-5b7b-bf38-4f423fa5164e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"55b83db8-6248-5102-aec7-f697efcecce6","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"5282d173-3a8f-5635-9a6a-a8e4aebc6161","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"68c0b49f-135f-5463-b24f-9d7770975a4d","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"1e104b8a-6b11-5e28-8881-e22a885cd879","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"b0e654c6-c01c-5f6f-8d6a-942126b336a8","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"d901fbee-5692-50ef-a61d-b4f729d47688","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"3d3bd4ab-1f13-51e1-bdeb-e2409ace7d5e","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"70af4893-f81f-521e-bee8-edb33cb5f679","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"98bf70a9-3d1b-5bc0-bcb2-5a923789399c","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"f52f77cb-f4c3-5bdd-b28d-a5b04366ec82","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"dee0502a-9403-555e-a78b-35ec81b577f1","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"f81072be-bd93-5fa5-ac59-71f4440bdd68","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"64aa5884-748c-5f79-b33c-6dd3b1ec2e45","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"93cbdd29-b6a8-5462-974d-d52654250b91","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"ef23ae24-845c-5da7-af60-4596eafe45b4","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"a01b4e87-3925-5ba0-94ea-43dcec6cc4f8","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"764ade96-f61d-514c-bf05-62d52aee3ba7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"0cba0c2b-52b4-5636-8d17-b9a0d553109b","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
"e2bb26fa-db8a-51df-ba92-df03d01e153c","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents"
"946f4a61-7070-5fc6-90db-666bb25d5837","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"84bb623b-42b3-5c86-97bc-8c7294f6a7d1","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P42 to P71 - N3-456 WSA SBT - ITP001 - Station Box","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"ee53622c-cd77-4edf-82b3-c75b3e957067","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box"
"16fc7c4b-c9ab-5892-96bb-672946c8e20b","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation"
"a7bc4808-c006-5939-a0e6-3c1dd5abe70f","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"9ec6795a-2e78-516e-8463-ef4c872f8c68","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"33f9bf72-74ec-5b85-8ebd-9b461dd925c2","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"613e931c-1b4b-5fb5-9c46-c329c8091b3d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"211ab686-3dca-5f8d-ac2b-6de07fd7a4dc","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Pre-Excavation","Signed off by Delta Group & CPB"
"ebc73382-dbf7-506b-9a59-a6e3b5243239","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks"
"19ce353d-c0e3-5eb8-a550-90a7b22d4231","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"50750884-7ba9-53e9-9f99-884f0361c8c8","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation"
"2eec25e9-a004-5e4e-a9c8-e3543b288a3e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"a7e8565e-9581-5ecc-954e-b08be4a887e1","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"bf020189-1c8f-5ebc-b0b3-2d7edbc70b27","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"7c993bfb-90ba-5e60-a165-2bdb00d7a6f7","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Detail Excavation","Signed off by Delta Group & CPB"
"10c63ada-5bbe-5d1a-8fce-b56e7b6cb857","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation"
"c21c72ac-e251-54a4-9815-dcd71d44e4a7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Pile issues"
"010f75d0-4ada-59c2-9166-637d5a24baab","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Rock slippage and failures"
"31f08c51-ed9a-5bee-9b9b-ec9a6b617c71","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Wet wedges"
"6eda8f9a-9238-5242-8b91-6e3317cffaa7","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Concrete failures"
"279c8ab8-9359-5afe-bfc0-fe563fbdcb92","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"9109266e-57c0-5935-83ba-5d213d7db2b3","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 06","P148 to P176 - N3-456 WSA SBT - ITP001 - Station Box","Post Excavation","Signed off by Delta Group & CPB"
