"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8d2f43f-c338-499e-a4f3-a470deeee484","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"32803bc0-e1a6-4dac-a383-768f55281eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 1"
"723508cf-5247-416f-a7fd-236c675935c1","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","02.01 - Traffic Management"
"3f1bb331-e3a0-4577-9fae-f752002b8695","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management"
"2d6c6295-5e09-5e99-8120-3efc3d844d18","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management","Details"
"d48856f3-4c21-5cec-99c6-6e22b04cd2cf","","pass","04.13 - General Excavation:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 4","04.13 - General Excavation","EXC-04.13-LOT-009 - Excavation Stage 4 - Subgrade","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"db6a23e6-2ec5-4897-9cca-095b689678b7","","pass","","folder","TRUE","FALSE","Site QA","Stage 4","04.14 - Embankment"
"6d5195f9-32bb-4c4c-b271-26224037de1d","","pass","04.14 - Embankment","checklist","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2"
"b013c0ea-7248-5e6b-9fc2-cbd911acdf53","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details"
"9d48098e-cc2c-548e-9819-12c7759c38c6","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Earthworks construction procedure shall be sumbitted to the Administrator at least seven days prior to commencing the Works."
"c7a886e3-321d-553b-a177-2f3223ea3bd8","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958:2deaf61c-dac7-55bb-be9d-7da4a0484f23","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","HOLD POINT"
"8e943f3f-44d4-56fe-8e49-512fc06faf44","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:69103917-134e-535e-aa9a-52677f06c27b","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Define lot size."
"a719918c-1040-53e1-bd52-17f01da63ed2","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Earth Fill Material stockpile or source material results submitted to Administarator"
"bb1196dc-7fe4-5a8f-b823-2a9b8bacdabb","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c:62fdb3fa-1165-53b9-abb8-f12ba318add4","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","HOLD POINT"
"7124b509-4c04-5670-b217-f6caee7722b5","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:8faae75a-730e-579d-8e9d-f1546ff320f4","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","General fill material used for the construction of road embankments sourced from general excavations on site or imported, complies with General fill Class A1, A2 or B and is homogeneous."
"8e7e1d43-e3ec-5da2-a6c6-8d2da30de3aa","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:cba9bea8-418c-51c6-a8f7-089525db77fa","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Compacted Layer Method: Fill material placed uniformly in layers. Uncompacted layer thicknesses;"
"f8a48d7b-8ad2-5fc9-8cf8-72c24d3eee07","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:230874ec-0682-54d6-a537-c03a894f7f16","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Compacted Layer Method: Embankment moisture ratio within ranges specified Rainfall Zone: HIGH"
"1152a221-5061-5f06-90bd-792fb47e9cfd","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:9626724b-fdcf-594f-a1ef-1b6ecd60ad1a","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Testing of Each Layer: Each layer shall be tested to conform the requirements as per Clause 5.6 before placing the subsequent layers."
"6d2a28c0-2b72-5a10-b9d0-867700eb3abc","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aff05d78-2083-563b-988a-f55559c0178e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Mechanical Interlock Method: Each layer rolled until no further permanent visible lowering of the surface occurs and layer thickness no greater than specified in Table 15.4"
"7c47a4cb-cfee-5369-9078-faf83c741bc0","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:21ab8c39-3d95-54a9-82e8-2e6c30369bcd","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Geotextile placed at interchange between compaction methods"
"5b82a537-ee5f-5381-afb8-ad4a39877dd6","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:45559a51-3008-5b1b-a97e-f25e3c5c7318","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Within Vertical Geometric Tolerance"
"5e7d8ec5-485d-52d3-965e-6e86a7c82f1e","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Final Verification"
"3682dfb8-51a7-5556-bda7-4603428de0ed","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Details","Sign ITP"
"2cddec21-7231-5b88-bd0e-88d54040acd2","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Final Sign Offs (to be completed at closure of Lot)"
"9558d70d-9492-5bf9-be1a-b21a3d2fc4ea","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"067689f9-94f8-5d84-bfc9-1f0bac59c5f7","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"87cfedb0-e5e8-5553-9b27-1a349b191cba","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"6ca6aeb1-212d-561c-8378-0213e39a74d0","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-006 - Embankments - Stage 4 - Layer 1 & 2","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"b839f54d-3d73-4027-b76c-49e8bbcba2d2","","pass","04.14 - Embankment","checklist","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4"
"1209adb5-14e9-5fba-b686-eefbbd513b8a","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details"
"36997349-8cd3-5600-a7c6-ffd7beb27c38","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Earthworks construction procedure shall be sumbitted to the Administrator at least seven days prior to commencing the Works."
"e9773137-ef48-5c47-9b2e-826e9d5b0c10","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958:2deaf61c-dac7-55bb-be9d-7da4a0484f23","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","HOLD POINT"
"a5df3039-6b8b-54bf-b75f-b9b39a31d750","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:69103917-134e-535e-aa9a-52677f06c27b","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Define lot size."
"42ea8031-bd28-543f-a999-0a9e23f9905e","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Earth Fill Material stockpile or source material results submitted to Administarator"
"157b1000-8eae-542d-868f-71ac458e7f0a","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c:62fdb3fa-1165-53b9-abb8-f12ba318add4","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","HOLD POINT"
"0edaf31e-b219-5318-b91c-8f0be525a3c4","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:8faae75a-730e-579d-8e9d-f1546ff320f4","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","General fill material used for the construction of road embankments sourced from general excavations on site or imported, complies with General fill Class A1, A2 or B and is homogeneous."
"f6c63f35-9fa4-5689-acdb-fead181e15e5","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:cba9bea8-418c-51c6-a8f7-089525db77fa","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Compacted Layer Method: Fill material placed uniformly in layers. Uncompacted layer thicknesses;"
"fe0f933c-9fa5-5961-92f1-d3e6a58b936a","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:230874ec-0682-54d6-a537-c03a894f7f16","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Compacted Layer Method: Embankment moisture ratio within ranges specified Rainfall Zone: HIGH"
"9d57417a-d5e2-5c2a-9c13-83fb4c9ba18d","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:9626724b-fdcf-594f-a1ef-1b6ecd60ad1a","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Testing of Each Layer: Each layer shall be tested to conform the requirements as per Clause 5.6 before placing the subsequent layers."
"f012ea24-27a7-5bab-8742-3d7d0da7eadd","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aff05d78-2083-563b-988a-f55559c0178e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Mechanical Interlock Method: Each layer rolled until no further permanent visible lowering of the surface occurs and layer thickness no greater than specified in Table 15.4"
"9c8efd65-842c-5cab-bc1f-57bc6f17502e","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:21ab8c39-3d95-54a9-82e8-2e6c30369bcd","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Geotextile placed at interchange between compaction methods"
"ade25e61-0286-5bcf-80af-c8ee0fda9412","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:45559a51-3008-5b1b-a97e-f25e3c5c7318","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Within Vertical Geometric Tolerance"
"772133ab-9c15-57ea-a20f-4bd83cd67bd1","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Final Verification"
"b3814615-6340-5054-ba00-fb08b5b83593","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Details","Sign ITP"
"54c8dd9b-878d-547f-bc45-5e574223140f","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Final Sign Offs (to be completed at closure of Lot)"
"9d78959b-3b63-57c0-a801-a207a8766bfb","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"37418699-2bb0-51ed-b2c2-3e1842653902","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"41320cf8-9eef-5b37-b8f9-120dd0ee3c29","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"0d1d6370-a42d-5989-ad90-f7e22b594cd9","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-007 - Embankments - Stage 4 - Layer 3 & 4","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"5e5edab6-7b80-4d61-ada0-3df8b325f29f","","pass","04.14 - Embankment","checklist","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6"
"efeaac5b-057e-59a4-be61-be590e6fa929","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details"
"e33f7029-7e33-587c-8e50-0fd1dd2f173d","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Earthworks construction procedure shall be sumbitted to the Administrator at least seven days prior to commencing the Works."
"b0ccb11d-0d45-5f1c-b254-db10b5856ac6","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958:2deaf61c-dac7-55bb-be9d-7da4a0484f23","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","HOLD POINT"
"d67f3176-4a97-5d6f-b637-a0fcba4cd15f","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:69103917-134e-535e-aa9a-52677f06c27b","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Define lot size."
"39293e1c-ff24-5fbb-b0b2-3402d65e09ab","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Earth Fill Material stockpile or source material results submitted to Administarator"
"83271383-0d78-5e22-886c-0b1b79120255","","not-applicable","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:a55a4b07-2b27-5daa-a844-7eb74955dc6c:62fdb3fa-1165-53b9-abb8-f12ba318add4","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","HOLD POINT"
"68b9eb4d-3d38-5666-9d32-893010b251b4","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:8faae75a-730e-579d-8e9d-f1546ff320f4","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","General fill material used for the construction of road embankments sourced from general excavations on site or imported, complies with General fill Class A1, A2 or B and is homogeneous."
"c37d794a-42ff-5a4d-9530-bb680bd4513f","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:cba9bea8-418c-51c6-a8f7-089525db77fa","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Compacted Layer Method: Fill material placed uniformly in layers. Uncompacted layer thicknesses;"
"1097a805-337a-5c27-a049-f3a7101455ee","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:230874ec-0682-54d6-a537-c03a894f7f16","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Compacted Layer Method: Embankment moisture ratio within ranges specified Rainfall Zone: HIGH"
"f74ce8ba-a4a9-5c90-a2ab-6131c5e00880","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:9626724b-fdcf-594f-a1ef-1b6ecd60ad1a","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Testing of Each Layer: Each layer shall be tested to conform the requirements as per Clause 5.6 before placing the subsequent layers."
"494b79f2-521d-5cdc-91f3-38983b12270e","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aff05d78-2083-563b-988a-f55559c0178e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Mechanical Interlock Method: Each layer rolled until no further permanent visible lowering of the surface occurs and layer thickness no greater than specified in Table 15.4"
"68788c3b-6c99-5048-952e-53b0f3199841","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:21ab8c39-3d95-54a9-82e8-2e6c30369bcd","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Geotextile placed at interchange between compaction methods"
"92d1a58e-cf4c-51c1-8c07-2d2704478413","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:45559a51-3008-5b1b-a97e-f25e3c5c7318","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Within Vertical Geometric Tolerance"
"a72df1be-6bb3-54ad-81d5-8e09ffdb4592","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Final Verification"
"33b32eec-c03e-59d0-932b-418d5fe58dfc","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Details","Sign ITP"
"ec6c0ceb-4ecc-56a6-a95c-e32c111662ca","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Final Sign Offs (to be completed at closure of Lot)"
"4a7f37bd-cdf9-5bd0-b2a9-9fea5e816bcd","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"cb6bfb89-94df-5d4c-8bd2-cfb15409443e","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"13983f3d-6c35-518f-a3f1-ac4abdd858e2","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"cd9a9cb4-85b2-5ee1-a1ab-a69ddaec5030","","pass","04.14 - Embankment:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-008 - Embankments - Stage 4 - Layer 5 & 6","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"64914e08-1474-41a3-a1de-c47317c47cbe","","pass","04.14 - Embankment","checklist","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8"
"36b64ec1-eccf-5ba4-848e-310da3624534","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details"
"bfdbffe6-736e-53b9-bab3-907a46b9bc78","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958","checkpoint","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","Earthworks construction procedure shall be sumbitted to the Administrator at least seven days prior to commencing the Works."
"5af398fc-a89f-5c96-aff3-fd5d42b4924b","","pass","04.14 - Embankment:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7d995657-4700-53b5-b63e-aa06af61c958:2deaf61c-dac7-55bb-be9d-7da4a0484f23","signoff","TRUE","TRUE","Site QA","Stage 4","04.14 - Embankment","EMB-04.14-LOT-009 - Embankments - Stage 4 - Layer 7 & 8","Details","HOLD POINT"
