type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,,,,,,,
label,○ Use mechanical means or share the load where the load exceeds individual lifting capacity,,,,,,,,,,,,,,,
label,○ Plan route prior to starting lift.,,,,,,,,,,,,,,,
label,○ Wear supplied PPE as detailed within the PPE Requirements Table.,,,,,,,,,,,,,,,
label,Residual Risk Rating - MEDIUM (2),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman & All Staff,,,,,,,,,,,,,,,
checkpoint,9. Re-fuelling of Plant & Equipment,,,,,,,,,,,,,,,
label,Hazards Identified - Fuel spill.,,,,,,,,,,,,,,,
label,○ Fire or explosion.,,,,,,,,,,,,,,,
label,Inherent Risk Rating - VERY HIGH (4),,,,,,,,,,,,,,,
label,Control Measures - As far as is reasonably practicable all site refuelling must be undertaken off of site before the commencement of works.,,,,,,,,,,,,,,,
label,○ Where necessary site re-fuelling must be undertaken in strict accordance with ECM Site Refuelling procedures.,,,,,,,,,,,,,,,
label,○ Minimum amounts of fuel to be kept on site.,,,,,,,,,,,,,,,
label,○ Fuel to be stored on ECM vehicles or within a suitable bunded area.,,,,,,,,,,,,,,,
label,○ Fire extinguishers must be located at the local area as a precautionary measure.,,,,,,,,,,,,,,,
label,○ Spill kits must be kept at hand and used as required.,,,,,,,,,,,,,,,
label,Residual Risk Rating - HIGH (3),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman & All Staff,,,,,,,,,,,,,,,
checkpoint,10. Provision of Site Task Lighting,,,,,,,,,,,,,,,
label,Hazards Identified - Impair vision of passing vehicles.,,,,,,,,,,,,,,,
label,○ Electrocution from site power and leads.,,,,,,,,,,,,,,,
label,Inherent Risk Rating - HIGH (3),,,,,,,,,,,,,,,
label,Control Measures - Plant & Equipment is only to be used by suitably competent personnel. Competency assessed using ECM Work Instruction Procedures.,,,,,,,,,,,,,,,
label,○ Place lighting so as not to impair the vision of passing vehicles or other site users or housing abutting the road corridor.,,,,,,,,,,,,,,,
label,○ Use lead stands to keep leads above floor level.,,,,,,,,,,,,,,,
label,○ Electrical tagging must be current.,,,,,,,,,,,,,,,
label,○ Inspect Plant and Equipment before start of work each day and record on ECM Pre-Start records.,,,,,,,,,,,,,,,
label,Residual Risk Rating - MEDIUM (2),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman & All Staff,,,,,,,,,,,,,,,
checkpoint,11. Provision of 240 volt site power,,,,,,,,,,,,,,,
label,Hazards Identified - Electric Shock.,,,,,,,,,,,,,,,
label,Inherent Risk Rating - HIGH (3),,,,,,,,,,,,,,,
label,Control Measures - Plant & Equipment is only to be used by suitably competent personnel. Competency assessed using ECM Work Instruction Procedures.,,,,,,,,,,,,,,,
label,○ Use lead stands to keep leads above floor level.,,,,,,,,,,,,,,,
label,○ Electrical tagging must be current.,,,,,,,,,,,,,,,
label,○ Inspect Plant and Equipment before start of work each day and record on ECM Pre-Start records.,,,,,,,,,,,,,,,
label,○ Generators must be fitted with RCD’s.,,,,,,,,,,,,,,,
label,Residual Risk Rating - MEDIUM (2),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman & All Staff,,,,,,,,,,,,,,,
checkpoint,"12. Excavation, Cutting, Grinding & Preparation Works",,,,,,,,,,,,,,,
label,Hazards Identified - Cuts & Abrasions.,,,,,,,,,,,,,,,
label,"○ Noise, dust and debris.",,,,,,,,,,,,,,,
label,○ Manual Handling.,,,,,,,,,,,,,,,
label,○ Flying debris.,,,,,,,,,,,,,,,
label,Inherent Risk Rating - HIGH (3),,,,,,,,,,,,,,,
label,Control Measures - Plant & Equipment is only to be used by suitably competent personnel. Competency assessed using ECM Work Instruction Procedures.,,,,,,,,,,,,,,,
label,○ Wear supplied PPE as detailed within the PPE Requirements Table.,,,,,,,,,,,,,,,
label,○ Inspect Plant and Equipment before start of work each day and record on ECM Pre-Start records.,,,,,,,,,,,,,,,
label,○ All lifts to be completed within individual lifting capacity. Correct lifting techniques/procedures to be used.,,,,,,,,,,,,,,,
label,○ Use mechanical means or share the load where the load exceeds individual lifting capacity,,,,,,,,,,,,,,,
label,○ Use appropriate control measures such as Silt Socks or Site Screens to contain dirt debris generated during our works.,,,,,,,,,,,,,,,
label,○ All non-critical workers to maintain a 10 metre safety zone around grit blasting works; and a 2 metre safety zone around cutting and grinding.,,,,,,,,,,,,,,,
label,○ During Abrasive Cutting wear double face protection.,,,,,,,,,,,,,,,
label,"○ When Welding, Cutting or Grinding a Hot Works Permit may be required. When applicable ensure that this has been provided prior to starting work.",,,,,,,,,,,,,,,
label,○ The use of 9” Grinders for cutting is not permitted.,,,,,,,,,,,,,,,
label,○ Ensure that Fire Extinguishers have been suitably located prior to the commencement of hot works.,,,,,,,,,,,,,,,
label,○ During Hot Works and where a risk of fire is presented a fire-spotter may be necessary during and after the hot works.,,,,,,,,,,,,,,,
label,Residual Risk Rating - MEDIUM (2),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman & All Staff,,,,,,,,,,,,,,,
checkpoint,13. Application of Repair to complete Remedial Maintenance Works.,,,,,,,,,,,,,,,
label,Hazards Identified - Cuts & Abrasions.,,,,,,,,,,,,,,,
label,"○ Noise, dust and debris.",,,,,,,,,,,,,,,
label,○ Manual Handling.,,,,,,,,,,,,,,,
label,"○ Ingestion, inhalation or skin contact with construction products.",,,,,,,,,,,,,,,
label,Inherent Risk Rating - HIGH (3),,,,,,,,,,,,,,,
label,Control Measures - Plant & Equipment is only to be used by suitably competent personnel. Competency assessed using ECM Work Instruction Procedures.,,,,,,,,,,,,,,,
label,"○ System to be installed by suitably competent personnel. Installation works include the Mixing, Placement and Curing of ancillary Construction Products. Competency is assessed in accordance with using ECM Work Instructions.",,,,,,,,,,,,,,,
label,○ 2 main methods of suppressing dust – Wet control or Ventilation/on Tool dust extraction(Vacuum),,,,,,,,,,,,,,,
label,○ Exclusion zones whilst these activities take place for those personnel not wearing Respiratory Protective Equipment. 3m exclusion zone when using Wet/Extraction method to control or 10m when no control in place,,,,,,,,,,,,,,,
label,○ All workers to wear respiratory Protective equipment while these activities take place or anything that causes RCS,,,,,,,,,,,,,,,
label,○ All personnel to hold a fit test card and must carry with them at all times,,,,,,,,,,,,,,,
label,○ All lifts to be completed within individual lifting capacity. Correct lifting techniques/procedures to be used.,,,,,,,,,,,,,,,
label,○ Wear supplied PPE as detailed within the PPE Requirements Table.,,,,,,,,,,,,,,,
label,○ Inspect Plant and Equipment before start of work each day and record on ECM Pre-Start records.,,,,,,,,,,,,,,,
label,○ All lifts to be completed within individual lifting capacity. Correct lifting techniques/procedures to be used.,,,,,,,,,,,,,,,
label,Residual Risk Rating - MEDIUM (2),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman & All Staff,,,,,,,,,,,,,,,
checkpoint,14. Demobilisation from site on completion of work.,,,,,,,,,,,,,,,
label,Hazards Identified - Risk of incident where works have not been completed or have fully cured.,,,,,,,,,,,,,,,
label,○ Risk of incident where an obstruction is left within the carriageway.,,,,,,,,,,,,,,,
label,○ Possible Road Traffic Accident caused during exiting of the worksite.,,,,,,,,,,,,,,,
label,Inherent Risk Rating - HIGH (3),,,,,,,,,,,,,,,
label,Control Measures - As a part of our Final Inspection ensure that all works have been undertaken in accordance with procedure and that all works have suitably cured prior to opening the road space to traffic.,,,,,,,,,,,,,,,
label,"○ Site is to be visually checked prior to demobilising from site to ensure that area is clear of all plant, equipment and materials.",,,,,,,,,,,,,,,
label,○ Site Access procedure must be adhered to.,,,,,,,,,,,,,,,
label,"○ All vehicles must display orange flashing beacons and signal clearly before, during and after exiting for a short period until they have reached the speed of other traffic.",,,,,,,,,,,,,,,
label,○ UHF Radios are to be used so that communication is continued during exiting the work site.,,,,,,,,,,,,,,,
label,○ Where required notification must be provided to the appropriate body to advise that works are complete and that we have left site.,,,,,,,,,,,,,,,
label,Residual Risk Rating - MEDIUM (2),,,,,,,,,,,,,,,
label,Person responsible - Site Foreman,,,,,,,,,,,,,,,
section,Site Specific Risk Assessment,,,,,,,,,,,,,,,
checkpoint-no-status,The following risk assessment schedule is provided to allow site personnel to assess and control and additional hazards that may present themselves over and above those considered to be inherent risks documented in the preceding pages. An assessment will be made using the risk assessment chart also included within this document.,,,,,,,,,,,,,,,
textbox,Activity,,,,,,,,,,,,,,,
textbox,Hazards Identified,,,,,,,,,,,,,,,
textbox,Inherent Risk Rating,,,,,,,,,,,,,,,
textbox,Control Measures,,,,,,,,,,,,,,,
textbox,Residual Risk Rating,,,,,,,,,,,,,,,
textbox,Person Responsible,,,,,,,,,,,,,,,
section,Safety Data Sheets,,,,,,,,,,,,,,,
checkpoint-no-status,"The following materials will be used during these works. In accordance with QHSE-002 Handling, Storage & Use of Dangerous Goods all materials are evaluated prior to be approved for use using LOG-FORM-043 Product Assessment Form. This process considers all hazards presented by the material and provides consideration to the possibility of the elimination of any hazards through using alternatives. Where substitution is not an option all other hazards are investigated to ensure that all hazards and risks are effectively controlled. All materials that are Approved are included within our Approved Product list and the SDS information is introduced. SDS information is available both electronically through our Business improvement System, and also on site in hard copy within the ECM work vehicles.",,,,,,,,,,,,,,,
textbox,Material,,,,,,,,,,,,,,,
textbox,Description,,,,,,,,,,,,,,,
section,Plant & Equipment Maintenance,,,,,,,,,,,,,,,
checkpoint-no-status,"The following items of Plant and Equipment are used during the remedial maintenance works detailed within this SWMS. The competence of personnel is assessed in accordance with Work Instructions which form part of our certified Business Improvement System. All plant and equipment items are maintained in accordance with the same BIS procedures, with the daily checks and maintenance inspections that are required as a part of our daily pre-start inspections being undertaken as detailed below.",,,,,,,,,,,,,,,
checkpoint,Air Compressor,,,,,,,,,,,,,,,
label,Maintenance Checks: Check Oil & Fuel levels. Check for signs of damage or wear.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Compressor Hoses,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for damage and wear.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Generators and Electrical leads,,,,,,,,,,,,,,,
label,Maintenance Checks: Check Oil & Fuel levels. Check for signs of damage or wear. Tagging must be current.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,MIG and ARC Welders,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Tagging must be current.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Hydraulic Lifting Arms,,,,,,,,,,,,,,,
label,"Maintenance Checks: Check for signs of damage, wear or fluid leaks. Check hydraulic oil levels.",,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Road & Demo Saws,,,,,,,,,,,,,,,
label,Maintenance Checks: Check Oil & Fuel levels. Check cutting wheel is secured correctly. Check general condition for damage or wear.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Pneumatic Tools,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Lubricate with hydraulic oil.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Electric Grinders,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Tagging must be current. Check cutting wheel is secured correctly.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Electric Drills and Diamond Corers,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Tagging must be current.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Abrasive Grit Blasters,,,,,,,,,,,,,,,
label,Maintenance Checks: Check hoses and connections for damage and wear.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Bitumen Heaters,,,,,,,,,,,,,,,
label,"Maintenance Checks: Check Heat Transfer Oil, Engine Oil & Fuel levels. Check for Gas or Fluid leaks and general wear and tear.",,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Resin Heaters,,,,,,,,,,,,,,,
label,Maintenance Checks: Check Heat Transfer Oil levels. Check for Gas or Fluid leaks and general wear and tear.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Petrol Mixers,,,,,,,,,,,,,,,
label,Maintenance Checks: Check Oil & Fuel levels. Check for signs of wear and tear.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Electrical Mixers,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Tagging must be current.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Oxy or Plasma Cutting Equipment,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Check Hoses and Connections for Gas Leaks. Tagging must be current.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,LPG Gas Torches,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Check Hoses and Connections for Gas Leaks.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
checkpoint,Hot Compressed Air (HCA) Lances,,,,,,,,,,,,,,,
label,Maintenance Checks: Check for signs of damage or wear. Check Hoses and Connections for Gas Leaks.,,,,,,,,,,,,,,,
label,Frequency: Daily before use,,,,,,,,,,,,,,,
section,Personal Protective Equipment (PPE),,,,,,,,,,,,,,,
checkpoint-no-status,"Long Sleeved Shirts & Pants, Lace-up Safety Boots, Safety Glasses, and Protective Gloves are mandatory items of PPE and are termed General PPE. The use of Hard Hats will be assessed by the nominated ECM Foreman / Supervisor with their use implemented where a risk of injury is present, or where use is a mandatory requirement of our client.",,,,,,,,,,,,,,,
label,"In addition to our General PPE requirements the following list identifies the minimum level of PPE to be worn by ECM workers or subcontractors while undertaking specific tasks. In addition to these minimum requirements PPE use must be implemented to suit any additional hazard that may be presented during the works to offer the necessary level of protection to the worker; i.e. Dust Masks should be worn when dust is created, or similar.",,,,,,,,,,,,,,,
checkpoint,Air Compressor,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Compressor Hoses,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Generators and Electrical leads,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,MIG and ARC Welders,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Heat Resistant Gauntlets & Welding Mask.",,,,,,,,,,,,,,,
checkpoint,Hydraulic Lifting Arms,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Road & Demo Saws,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Hearing Protection, Impact Resistant Face Shield.",,,,,,,,,,,,,,,
checkpoint,Pneumatic Tools,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE & Hearing Protection.,,,,,,,,,,,,,,,
checkpoint,Electric Grinders,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Electric Drills and Diamond Corers,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Abrasive Grit Blasters,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Hearing Protection, Protective Gauntlets, Full Respirator System and Helmet.",,,,,,,,,,,,,,,
checkpoint,Bitumen Heaters,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Impact Resistant Face Shield and Heat Resistant Gauntlets.",,,,,,,,,,,,,,,
checkpoint,Resin Heaters,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Heat Resistant Gauntlets and Half Face Respirator (Organic Vapour & P2 Filters).",,,,,,,,,,,,,,,
checkpoint,Petrol Mixers,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Electrical Mixers,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Oxy or Plasma Cutting Equipment,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Heat Resistant Gauntlets & Apron, Tinted Safety Goggles or Welding Mask.",,,,,,,,,,,,,,,
checkpoint,LPG Gas Torch,,,,,,,,,,,,,,,
label,Minimum PPE Requirements: General PPE.,,,,,,,,,,,,,,,
checkpoint,Hot Compressed Air (HCA) Lance,,,,,,,,,,,,,,,
label,"Minimum PPE Requirements: General PPE, Heat Resistant Gauntlets and Hearing Protection.",,,,,,,,,,,,,,,
section,Training and Qualifications,,,,,,,,,,,,,,,
checkpoint-no-status,The following Training and Qualifications listed are those upon which Competencies are assessed in accordance with our certified Business Improvement System. The list outlines the general requirements only and the level of experience and competence of personnel will be assessed and developed in an ongoing manner:,,,,,,,,,,,,,,,
label,1. Construction Industry Safety Induction,,,,,,,,,,,,,,,
label,2. ECM Induction Training,,,,,,,,,,,,,,,
label,3. Site specific induction of the client (as directed),,,,,,,,,,,,,,,
label,4. Drivers Licence (if required),,,,,,,,,,,,,,,
label,5. Plant and Equipment competencies (ERMG Work Instructions),,,,,,,,,,,,,,,
label,6. Hazard Identification & Risk Assessment Training,,,,,,,,,,,,,,,
label,7. Forklift Licence (if required),,,,,,,,,,,,,,,
label,8. Hazardous Substance training including SDS and segregation training,,,,,,,,,,,,,,,
label,9. Environmental Training including spill management,,,,,,,,,,,,,,,
label,10. Product Training; proprietary system training,,,,,,,,,,,,,,,
label,11. Manual Handling Training,,,,,,,,,,,,,,,
label,12. First Aid Training,,,,,,,,,,,,,,,
section,Codes of Practice and Legislation,,,,,,,,,,,,,,,
checkpoint-no-status,The following Codes of Practice and Legislation are offered in a general sense with the full list of references being available within our Legal Compliance Procedure (MGT-006) that forms part of our certified Business Improvement System:,,,,,,,,,,,,,,,
label,○ ISO 45001:2018 OH&S Management System,,,,,,,,,,,,,,,
label,○ ISO 9001:2015 Quality Management System,,,,,,,,,,,,,,,
label,○ ISO 14001:2015 Environmental Management System,,,,,,,,,,,,,,,
label,○ Work Health & Safety Act 2011 (NSW),,,,,,,,,,,,,,,
label,○ Work Health & Safety Regulation 2017 (NSW),,,,,,,,,,,,,,,
label,○ Environmental  Protection Act 1994 (NSW),,,,,,,,,,,,,,,
label,○ Work Health & Safety Act 2011 (QLD),,,,,,,,,,,,,,,
label,○ Work Health & Safety Regulation 2011 (QLD),,,,,,,,,,,,,,,
label,○ Environmental Protection Act 1994 (QLD),,,,,,,,,,,,,,,
label,○ Environmental Protection Regulations 2019 (QLD),,,,,,,,,,,,,,,
label,○ Electrical Safety Regulations 2013 (QLD),,,,,,,,,,,,,,,
label,○ Work Health & Safety Act 2011 (ACT),,,,,,,,,,,,,,,
label,○ Work Health & Safety Regulation 2011 (ACT),,,,,,,,,,,,,,,
label,○ Environmental Protection Act 1997 (ACT),,,,,,,,,,,,,,,
label,○ Occupational Health & Safety Act 2004 (VIC),,,,,,,,,,,,,,,
label,○ Occupational Health & Safety Regulations 2017 (VIC),,,,,,,,,,,,,,,
label,○ Environmental Protection Act 2017 (VIC),,,,,,,,,,,,,,,
label,○ Traffic Management for Construction or Maintenance Work Code of Practice 2008 (QLD),,,,,,,,,,,,,,,
label,○ Hazardous Manual Tasks Code of Practice 2021(QLD/NSW),,,,,,,,,,,,,,,
label,○ How to Manage Work Health and Safety Risks Code of Practice 2021(QLD),,,,,,,,,,,,,,,
label,○ Managing the Risks of Plant in the Workplace 2021 (QLD),,,,,,,,,,,,,,,
label,○ Chain of Responsibility Legislation 2018,,,,,,,,,,,,,,,
label,○ Traffic and Road Use Management Manual (TRUM) 2021 QLD,,,,,,,,,,,,,,,
label,○ MUTCD (Part 3) (QLD),,,,,,,,,,,,,,,
label,○ Managing Risks of Plant in the Workplace Code of Practice 2019 (NSW) /Vic),,,,,,,,,,,,,,,
label,○ Safe Design of Structures Code of Practice 2021 (QLD),,,,,,,,,,,,,,,
label,○ Work Near Overhead Power Lines Code of Practice 2006 (NSW),,,,,,,,,,,,,,,
label,○ Cutting and Drilling Concrete and Other Masonry Products Code of Practice 1997 (NSW),,,,,,,,,,,,,,,
label,○ Workplace Amenities and Work Environment – Compliance Code 2008 (Vic),,,,,,,,,,,,,,,
label,○ Road Management Act 2004 (VIC),,,,,,,,,,,,,,,
label,○ Code of Practice Worksite Safety – Traffic Management,,,,,,,,,,,,,,,
label,○ Managing respirable crystalline silica dust exposure in construction and manufacturing of construction elements Code of Practice QLD 2022,,,,,,,,,,,,,,,
section,Reference Documents,,,,,,,,,,,,,,,
checkpoint-no-status,The following document references are taken from our certified Business Improvement System that are considered relevant to these works. Additional Policies and Procedures are also available upon request and where considered appropriate on a Commercial in Confidence basis.,,,,,,,,,,,,,,,
label,MGT-002 Risk Management,,,,,,,,,,,,,,,
label,HSEQ-014 Manual Handling,,,,,,,,,,,,,,,
label,ECM-FORM-001 Daily Pre-Start & Site Assessment,,,,,,,,,,,,,,,
label,MGT-008 Corrective Actions & Improvements,,,,,,,,,,,,,,,
label,HSEQ-FORM-002 Incident & Accident Report Form,,,,,,,,,,,,,,,
label,ECM-FORM-002 Site Audit & Assessment,,,,,,,,,,,,,,,
label,MGT-009 Preventive Actions,,,,,,,,,,,,,,,
label,LOG-001 Plant & Equipment,,,,,,,,,,,,,,,
label,ECM-FORM-003 Site Record Form,,,,,,,,,,,,,,,
label,MGT-FORM-032 Hazard Identification Notice,,,,,,,,,,,,,,,
label,LOG-010 Contractor Management,,,,,,,,,,,,,,,
label,ECM-FORM-005 Toolbox Talk Form,,,,,,,,,,,,,,,
label,HSEQ-001 Environmental Management,,,,,,,,,,,,,,,
label,LOG-FORM-043 Product Assessment Form,,,,,,,,,,,,,,,
label,ECM-FORM-009 Foreman’s Instruction Sheet,,,,,,,,,,,,,,,
label,"HSEQ-002 Handling, Storage & Use of Dangerous Goods",,,,,,,,,,,,,,,
label,LOG-WI-001 to LOG-WI-047 Work Instructions,,,,,,,,,,,,,,,
label,ECM-FORM-010 to ECM-FORM-022 Material Requisition,,,,,,,,,,,,,,,
label,HSEQ-007 Incident & Accident Reporting & Management,,,,,,,,,,,,,,,
label,TRN-WI-001 to TRN-WI-053 Short Training Programs,,,,,,,,,,,,,,,
label,ECM-001 to ECM-008 Work Method Statements,,,,,,,,,,,,,,,
section,Declaration by Workers and Sub-Contractors,,,,,,,,,,,,,,,
checkpoint,I have been consulted and have assisted in the development and have been given the opportunity to comment on the content of this SWMS. I have read and understand how I am to carry out the activities listed in this SWMS. I have been supplied with the Personal Protective Equipment (PPE) identified in this SWMS and have been given training in the safe use of the equipment that I am required to use. I have read and understand the requirements set out in the Safety Data Sheets for the Hazardous Substances identified in this SWMS.,,,,,,,,,,,,,,,
holdpoint,Signoff:,,,,,,,,,,,,,,,
checkpoint,"ECM representative responsible for supervising on-site work, inspecting and approving work areas, work methods, protective measures, plant and equipment:",,,,,,,,,,,,,,,
holdpoint,Signature:,,,,,,,,,,,,,,,
