"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"790dc55a-a5ce-4033-893e-c41736572850","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"5d73705e-6fca-4d58-a4bb-89f39eea2d7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Byrrill Creek Road"
"dd6eefe0-8b36-4fbb-975a-f5d2ba1d2e49","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095"
"955b53a3-02db-5449-a7cf-50317498facb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095","Preliminaries - Project Management Responsibility"
"f844b7c3-201d-5adb-b44c-19f68c680d4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"e3aed95c-10b0-50c1-8024-1c6f04681108","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","C242 Flexible Pavements","HOLD POINT"
"1547f7a2-7b89-5a53-b3fd-dc80b4910285","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"b2e46036-b5b2-5512-a3a8-ac77272781d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"87f75429-122a-5867-aab5-f7abc4a5e366","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"15de5793-8d0e-5c29-9eb3-5668201548e6","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"804ea4dd-c170-5fae-839e-633f7762c092","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Rock Revetment"
"546dfa0c-a432-58c0-ab40-2c0fad457497","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"d2ddea2c-51ce-5193-a166-5259bf4e2a0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"a7a288ef-5d21-58ab-b9d5-3c70f8619747","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Grouted Rock Pitching"
"b4afeb17-a7d6-5d7c-bd64-adf211c0b8f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"8f136a72-fcc5-5ee1-81c4-ce3134c96cd0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"6b742375-f0a7-5278-ac5a-ad61c84df3f3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Excavation & Preparation"
"1adfa9ec-d759-568d-a684-9d9078bc750a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"a6861dff-8d3b-54a0-b10d-8e2c2305adf0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Formwork & Reinforcement"
"189c750f-3b3b-543d-b872-2439e629bbde","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"312a96a0-2683-587f-a530-3a70600102f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"7c3e054d-d349-5074-b9c1-4583db2741c5","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"d6ec6447-caba-5f18-bc77-cb80ab08090c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Ready Mix Concrete"
"a152d14e-3700-5791-b202-0c11bdf739b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"fc13e0e8-322c-54cb-a0b2-d77154357bc5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Concrete Placement"
"6eae3c28-63f0-503d-ba5f-e70dff3d7d88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"73f38015-fc30-5685-9dc5-add4bdeb8299","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"d56b3e08-9948-5713-a03f-a7523cb0cfdf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Testing - Where Required"
"c7a1f763-4178-554f-9fb3-62c839c3d217","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"3c78b4b3-bd45-5a50-ac2c-f63087d2adb8","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"1fe87119-dec8-552f-b3e1-33e168188606","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Stormwater Drainage"
"eda168aa-6421-5be8-93bb-114285f3aca8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Stormwater Drainage","Stormwater components installed as per scope of works"
"d746835b-45ed-536d-b204-d7a76e778d76","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"a7ab8d81-d986-5010-ba22-e187e139ca48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"86ce4d8a-9ccd-527f-86ff-6f067fab2c4e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03274","Close Out"
"59820a2c-aba1-56ce-ad9a-a4119a9477d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"d8d09b07-754a-5654-b114-f8e8e4ae766c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Close Out","TSC Signature"
"5f859f9a-c05c-531d-85a0-7b137239a82d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Close Out","Verify conformance including close out of NCR’s"
"2b26ce71-4025-5540-abef-10d6da8adadb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"fa30fe14-f853-57d5-8c69-3be2017b81c8","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03274","Close Out","Signatures"
"006bb537-517e-4f9d-90c5-49ff908ed6f8","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Midginbil Road","DM03275"
"9b91c551-3212-52b5-a904-fa20fb9f51fa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility"
"a44228bd-d0f8-5054-b0a4-65b532263ee7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Possession of Site"
"07984c5b-dfdf-544b-b4f7-fe7b8bd4a214","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"e77eed8d-fd30-5593-b031-05b2aab63187","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"a333a670-b5d8-5674-bfdd-7f6fc7782455","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"0de82d1c-577e-5ae6-9ba0-c7d6783ac893","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"0810db81-87b7-57ac-b11e-ff88d2ddfc86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"802362eb-8891-58ca-9f04-031c1f0e2264","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"4e29eff9-e939-54f5-b994-ddb7fbd6f1bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"b865de2b-86f6-5b60-b60d-2d380888131c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","C213 Earthworks"
"8ff1bdd2-575e-5f4a-83b2-175f5d3ba57c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"1b0ed32f-7f24-54d9-8141-00b52c5ab257","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"04f88c51-1093-5131-93d8-1097381952ba","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"952dd98e-450d-5cb6-98b3-81e3ee27bd88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"66b965f1-8e49-516a-8f98-6db589f88de0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements"
"52e9cf5f-cbed-5836-aab9-9a80a4307b42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"75143a7f-eadf-5081-a33c-b49bfe8088d1","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements","HOLD POINT"
"f3b44025-d663-51ea-b6c9-e03a71bd2dfd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"1a5d5971-310c-57e3-b1af-61b3d80d0565","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"b0a30ca3-cda8-577d-a662-0334938bb920","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"77c44636-b086-5102-81bb-a81791a63839","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"fb83d425-d468-5816-ab8a-7b82d74e3030","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Rock Revetment"
"f474c39a-8f2e-5708-927a-90c4c751b958","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"f7b7640d-d5a2-55dc-b077-078c677c47fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"64b53953-bf5b-5ec7-bdfe-d76ac3fd041f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Grouted Rock Pitching"
"15d88a5f-f4ba-5503-84c0-2d5e7630916a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"360bca7d-fcbe-5566-ba28-bf62896b0ee9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"727c643b-0d3a-54f6-b537-802002ec6750","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Excavation & Preparation"
"35b94756-5ffc-58e5-b49c-6fdde56a054c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"67863e30-8202-5bf3-b3b6-0e80ca4a54f2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Formwork & Reinforcement"
"391b5630-0fd9-5c34-887b-a801ce3da245","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"7def5a66-d0a9-5473-b2b8-6571273e1b5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"b8123999-ad95-5ba9-81e4-d644bb85c289","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"c988d0c1-cd7b-5382-bb64-158cb9f051d4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Ready Mix Concrete"
"78587028-bb77-5b45-ba43-2d013418ccd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"023cfc5b-4b1f-5bf4-9135-149d44c74d36","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Concrete Placement"
"5c25f492-754b-58e8-b4a7-c28fbfe15ff9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"b3fc69d5-7139-53b0-9847-8d46397d31a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"febe65fc-0c94-57b5-b920-2b11f908a8a8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Testing - Where Required"
"13e90933-0902-58a7-b196-c81b1c3c83ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"c8fbaca3-c13d-50e0-88b5-d28f89cfde00","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"cfa4b33e-21e1-57f5-9a02-5e908ec2d7bf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Stormwater Drainage"
"700c5364-25d2-591b-ad90-b59495544d34","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Stormwater Drainage","Stormwater components installed as per scope of works"
"6971ac02-1fcf-5485-86bd-0d48732fdda2","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"9eda52e6-cc40-5bd3-8ab8-2ec50563c687","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"50d47a3b-72de-51e9-92f1-4c9ac5cebe75","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03275","Close Out"
"7890eb99-4096-5a3b-a78c-a0334ddeb013","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"dd55a3a0-f211-5ed8-b17d-ebc556a9c4e0","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Close Out","TSC Signature"
"e0c38978-166d-5819-b435-8c77a6d7b6c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Close Out","Verify conformance including close out of NCR’s"
"b5f8ec78-d766-59da-b73e-5e5268adee17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"43b790a7-94d4-593b-b2c9-9a62d89c5e5f","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03275","Close Out","Signatures"
"f8696b8e-afc8-41ca-bd12-215468768920","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Midginbil Road","DM03164"
"1bb2fc28-8be0-56b6-a7fa-0b52afde7d2c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility"
"b105d1a2-f650-59ef-a163-876d2abd6321","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Possession of Site"
"c1b56c10-5e97-5a38-8147-6a1f09978dd3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"d0fbe5a8-b3c7-53d8-a6f8-5db395282457","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"0d5c5b18-ac6a-51da-a8a7-74cfb69d75cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"e9e13b01-e3e0-56d2-b728-f700fbb1be08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"166b13fe-fba8-5e77-bc9f-dd67e765bc15","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"f32c5886-fa8c-5339-b54e-8702694372bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"1faa9d17-23bf-5deb-8e69-551d50d6e53d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"60f289c6-a6e4-5c64-b720-e3f30d5414ce","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","C213 Earthworks"
"6c0436a0-ef6b-5df8-a2c4-f8ee671fd7c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"f6241433-f7fa-567c-b05c-f831def6096c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"e3227e39-090e-5218-86e6-39c08db27802","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"50f29259-d647-5437-aa2d-c00d1f731038","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"68d2d885-a4c3-519d-87e5-362708201317","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements"
"8e402977-5909-5377-b294-dc44c421ff7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"3a546de7-ef7b-5425-9ec3-ca1193bc03d5","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements","HOLD POINT"
"d7ddb7e6-9d0d-5d2b-80bc-75d6f6145e60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"d8e270d5-a05f-5419-bae6-fda6e7ec78dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"628fe184-b6f5-52da-bf90-9d5dc9407f25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"2edbf074-a6d7-549a-bd15-02528c94d69b","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"844b4dff-4f02-597f-96ed-c90e18849d84","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Rock Revetment"
"9567911b-6a07-561c-a9b1-7058a6a03f6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"e4a91c7f-5389-5ed8-841a-3ce4a32de415","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"89302973-d661-59a3-9c1d-e3331f4ab2dc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Grouted Rock Pitching"
"dcd61187-aac8-5711-a26c-4a7f772404ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"d88572f6-a2bd-512b-a7e9-994b95c76093","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"59dd9e67-e447-5221-860a-e76d783e3b1a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Excavation & Preparation"
"7e392747-7f01-56b6-a0fb-33f6c0be14b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"850e859c-95a7-5b01-810d-0e703b6603e0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Formwork & Reinforcement"
"f24258c2-0701-5874-beb8-a6e5d3a69d81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"1d23313c-3023-549d-a480-d701640781b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"7e4ae73d-7bed-5834-b59e-cb4f416e1ac4","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"8ef7f68e-b727-5ee0-85df-c527c79c36d0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Ready Mix Concrete"
"ab904930-bf85-526a-8e8b-d81dfd2a0501","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"13838361-9648-5369-944e-cfc7b46f2a26","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Midginbil Road","DM03164","Concrete Placement"
"dbb24612-6161-5345-a02f-1dfbdcd7e3b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Midginbil Road","DM03164","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
