"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"93f40497-1e70-4e31-8799-6978ee7fc0d5","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall"
"1cd7b478-7177-4e78-b3d8-15b9e0a4ca6e","","folder-normal","pass","","step","TRUE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)"
"4e56e8be-f5e0-4950-a098-6536789054a9","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11"
"a27adafe-df2d-55ce-8f63-75e96fe7ad67","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Top Panel (Typical 1385x2000)","TP1 01, 02 - 21/11","Info"
"5c9d3a16-d57b-5c59-9d2a-d3d586efa1e3","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Starters"
"cf4117a9-8664-5261-90be-d275f5ec42e6","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Stirrups"
"27ca934a-7481-5c93-8469-a0a0a9b36e10","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Lifters"
"4621fd9e-adb8-526a-9ba2-5ee305d7ffb9","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Mould Cleaned & Oiled"
"05c0baa6-3ac4-5b14-acc6-ae53686cf6da","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Tie wire Trimmed"
"4fb81b16-2df0-528a-bc0a-22eade7d32fd","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Rugasol"
"6e29687d-a823-574d-bd30-56123c15db5c","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Prepour","Drawings & General Photos"
"b5311275-0f6b-591a-b07c-d825087e653b","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Concrete"
"dc503b5b-225e-5553-8dc6-1b2bd361e45a","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Concrete","Concrete results obtained"
"13d56973-c4b2-5cbf-b59c-48d55c84ef0c","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Concrete","Concrete Docket Attached (photo)"
"1a1a32cf-0f6e-5f6f-95c1-0cdb8171671a","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour"
"963ffe2b-8a6d-5ba5-9d29-045fb56f0ac6","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Post pour Complete"
"50cf9d03-4533-5925-b9c8-c990f5e0b4f8","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Remedial Required"
"d098e2e2-d17c-5c01-95fe-3fd61c653bde","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Mould Face Finish"
"79ef383a-426c-59d6-af3e-18498cf04698","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Near Face Finish"
"8ea3d94b-f004-5018-9934-a48673f23851","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Cast -In/Inserts/Penetrations"
"b3dc8f35-6a85-5bc4-bbc8-f75bede28942","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Starter lengths/Positions"
"dee991a6-1e11-55c3-824e-45e8a3f0aa3f","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Approved"
"c9963a54-87a4-5aca-b026-20903a3914b3","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-57, 58, 59, 60 29/11","Post Pour","Mill certificate attached"
"10b84b54-7762-400f-b3b6-4e8e4466feb7","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11"
"ebabd6e5-8d02-5d40-976f-b69f33465850","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Info"
"5f603631-794c-5ad8-9291-965d4f44650c","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Info","Information Complete"
"2a6b8ca3-0431-5f5a-9040-f333d9ed1583","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour"
"7ffa0d8f-7591-5da7-a1bd-a683f3ca8559","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Length/Width/Thickness/Cutouts"
"ce6046f0-cc92-5146-a4bc-58ab67312667","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Square"
"6bb971f6-2c3b-57ae-9953-01702e10275d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Edge Details & Rebates"
"2cf30299-fa40-5fe6-a1cc-e206ae6789be","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Cast in items (Inserts, Weldplates)"
"8e319e1e-bd4d-51b1-86f6-48e7c8a2d1f4","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Main Reinforcing"
"16713044-5e8c-5566-886a-2cda8402c3c8","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Starters"
"9a6c066e-4834-5472-bdd9-c874f418f098","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Stirrups"
"5310b6c4-0903-5289-b58b-07497eb280f2","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Lifters"
"4645614e-50d8-5cfc-aa11-4edfa8c9e6fb","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Mould Cleaned & Oiled"
"9644c060-463b-5703-a35e-a342e357cc0e","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Tie wire Trimmed"
"4fbab02c-5a34-50a0-8484-c3ef549c9897","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Rugasol"
"08a72de1-753c-5d71-b024-db777eb328ea","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Prepour","Drawings & General Photos"
"b987403d-10e8-50dc-91e4-16dbf13da732","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Concrete"
"e3d1df98-5b59-524c-9fcd-32f9d323d389","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Concrete","Concrete results obtained"
"f2c716eb-5d07-582d-97e1-d664838af8d1","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Concrete","Concrete Docket Attached (photo)"
"ed5f91d8-6aaf-5fcf-b0c6-7a9a35179891","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour"
"c7fa0ede-ac28-5df9-ad41-1ec27c5a5f51","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Post pour Complete"
"94da1474-487b-51e5-9db4-4e55f1b14727","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Remedial Required"
"507e256f-e1c3-57f5-bec9-9bd12ea9d0e8","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Mould Face Finish"
"83ccef3d-e2df-5eee-8be9-5f9cd831eb0e","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Near Face Finish"
"088c484b-acde-58ab-9853-f14c8b0fe473","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Cast -In/Inserts/Penetrations"
"18d3c28c-061a-5671-b461-454a8962f78c","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Starter lengths/Positions"
"2c78857e-7722-598e-b8a4-f1fc73ba1435","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Approved"
"5e265adc-95f8-5d55-83d4-b9110ebcf43a","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-61, 62, 63, 64, 65, 67  30/11","Post Pour","Mill certificate attached"
"de98a054-1af7-49df-9635-9e869ce05dc6","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12"
"7c69db0d-22ca-50c5-966f-47fc8c97c2d4","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Info"
"028b40b7-273a-5577-a5eb-a8cfb37c5dd2","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Info","Information Complete"
"39574fc7-a318-5760-861b-ebbb7d394756","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour"
"519a0c7d-546b-5ea4-a251-be9741119108","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:28a8a1dc-45ee-4748-9c59-5c3dcc5b578d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Length/Width/Thickness/Cutouts"
"5445199f-bf67-595f-92db-4b494ec6073a","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:2c79e9c3-a653-4d5c-b152-6874f7bc9a52","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Square"
"8a0e4afb-1e09-5bdd-8bbf-65f1759c7aef","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:ee15a31b-43cd-4056-ba45-3eb0919d96cd","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Edge Details & Rebates"
"55d0b7f1-79b7-5228-8777-fad4c063f7d7","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:77c422cf-c054-4172-ad04-3d03bdd83d29","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Cast in items (Inserts, Weldplates)"
"f4ade5e6-df55-5c84-b530-aafdbf393fc0","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:89398b3c-6838-4f40-81f3-7fd9be775d98","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Main Reinforcing"
"f826f3ce-5e16-5a08-8f75-14d8dda4f48f","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3bd20473-bc8e-4c36-9bb6-2b31562cab6a","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Starters"
"3157b786-cb1d-5578-8fcc-90fe366536ed","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:36de0294-ef77-4245-84b1-f113b4936977","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Stirrups"
"59a0e564-1294-5e04-acbe-2f44c2f3bce8","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:1fbdf7e7-8a2a-4c05-85df-4ef77992bad3","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Lifters"
"4c591f3d-cc49-561f-b73f-c79cde22f97d","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:61758461-5a81-411f-96e3-797aa6a42433","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Mould Cleaned & Oiled"
"3d791664-a178-5e80-b718-b62b02259ccf","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:44d557d2-53df-4300-b8c9-3b4098d2c57f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Tie wire Trimmed"
"8122c067-e06f-5bf8-9a20-7842d4c1d908","","checkpoint-status","not-applicable","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:35a9c520-5bb3-4637-848a-e47afe54d779","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Rugasol"
"ad3e9a41-c925-5539-a749-3dfc1d16c1c6","","checkpoint-status","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd:3fdaeaad-e45c-435f-b06c-b8b4ea6ffd88","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Prepour","Drawings & General Photos"
"80ffb2c1-8d82-5652-8071-ffad4aff929b","","checkpoint-group","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Concrete"
"28e81801-a205-56ad-956c-0ce033778227","","checkpoint-status","not-applicable","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:5e704cf8-1cf7-4a38-978f-891086c8c405","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Concrete","Concrete results obtained"
"400af512-d438-5c83-90a7-6bdea5e0f460","","checkpoint-status","pass","Panel Checklist V2:26fa92a6-ae9a-4a61-b389-04796f6fe40f:7232495b-a5ea-4e89-8a8f-d854ab307594","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Concrete","Concrete Docket Attached (photo)"
"e9d55e0d-3630-5e9e-a704-724ac6d638e0","","checkpoint-group","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour"
"0f2515bf-1334-54c0-9614-431e97b4a8b2","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:92443ca4-b573-47f1-8202-d9764c53b07e","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Post pour Complete"
"3fb85fc0-27e4-5411-9821-c29c87a75f4b","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:f31c3832-ed41-4506-ab2a-1f9aa767341f","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Remedial Required"
"1bf39c0e-f339-540a-9877-0a670e308e90","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84c50dfb-fdcb-4415-a1ba-72835ae16944","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Mould Face Finish"
"d154712b-c2ac-54ce-8d3c-24ed3883e234","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:3e23a9af-ffd3-45b6-b88a-64b43db8933d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Near Face Finish"
"c0b47c8e-b63c-5fe0-bfac-b7c02bfb7331","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:d2b412cd-b177-4b98-9174-73d8a61facfa","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Cast -In/Inserts/Penetrations"
"a165f448-06a2-5695-81d9-86064ee37ac1","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:6da2348b-640c-4051-9b9c-6aea515052d5","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Starter lengths/Positions"
"4faff974-d987-58c4-bc55-36e29e12f2c9","","checkpoint-status","pass","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:84519c89-f25b-4086-93c1-3ab14f94356d","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Approved"
"c9805398-2cff-53f5-8294-a2623b38373d","","checkpoint-status","not-applicable","Panel Checklist V2:31d280f0-0278-4d20-90af-238003bd4d0b:fb01bfec-d175-4a2b-9426-6b1135481f15","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-68, 69, 70, 71, 72, 73  01/12","Post Pour","Mill certificate attached"
"44d4a895-6880-42a0-9e19-4bf77b23a8ef","","checklist-sectioned","pass","Panel Checklist V2","checklist","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-74, 75, 76, 77, 78, 80 04/12"
"1b1dc687-d6b4-5ef3-b1b8-b8ceab307708","","checkpoint-group","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-74, 75, 76, 77, 78, 80 04/12","Info"
"be879aa2-7520-53f0-84d2-5beea3b39d6f","","checkpoint-no-status","no-status-started","Panel Checklist V2:03ab3306-cb78-40ae-aa66-58f8bb637253:f59d3f80-2684-4d50-9058-80d7314424b1","","TRUE","TRUE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-74, 75, 76, 77, 78, 80 04/12","Info","Information Complete"
"c479455b-3085-5f27-b371-6fc12ec11617","","checkpoint-group","pass","Panel Checklist V2:a29de938-64be-457b-9b93-1f5bf84844fd","","FALSE","FALSE","Retaining Wall","Bottom Panel (Typical 1385x2000)","BP-74, 75, 76, 77, 78, 80 04/12","Prepour"
