"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ddc89e61-ea01-4c6d-bcd9-f000e2cbd8e2","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"574ae920-213b-40c7-95ae-dd71c3dacd6e","","pass","","folder","TRUE","FALSE","Site QA","School"
"331ef815-4814-424c-bb39-c86b7eae5d84","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Upper Ground"
"cb867f00-d239-5df8-acb4-9c647fef1a17","","pass","","section","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour / Post Pour"
"a71a9e12-fa3c-50fa-bef3-6345ac228296","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"cd4fb8eb-6df0-5219-9886-bc3eb664f2bd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Initial Stressing","Anchorage and strands condition"
"98c2a229-30b1-59be-a87e-b7cf844d082c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Initial Stressing","Jack Calibration, current"
"c3ff728f-d13e-5246-a030-6e76ceea3080","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Initial Stressing","Initial stressing completed"
"2298aa69-0b98-5ba8-9d77-28b1ea04c290","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 20","Pour 1","Final Stressing"
"6db2829c-900b-5c46-bada-ddd9015303b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Final Stressing","Safe access for final stressing"
"f7fcc489-ba58-5323-91b5-1773f76951ab","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"1772487e-0503-52a2-a1f6-9fb8e865aa1d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Final Stressing","Anchorage and strands condition"
"5ebde8cb-afbc-562c-b85f-c451bb2f3520","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Final Stressing","Jack Calibration, current"
"69c1227c-9bae-5d1f-8612-5731032bec0f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Final Stressing","Final stressing completed"
"f0acdf41-bc06-5fcc-a6f5-f46b5af8577b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"ab517e13-782b-5f1c-995c-f0f72d21a021","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 20","Pour 1","Grouting"
"99f36896-9286-51ca-b344-347fc85de243","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Grouting","Safe access for grouting"
"36ba1945-f968-56c8-ab52-5428f5cc5671","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Grouting","Anchor pockets cut and sealed"
"6872871f-d05c-5713-914b-c892d8e2990b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Grouting","Grout hoses condition"
"3ecef8c8-cd47-5b00-8ec3-dfe1d312c519","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Grouting","Grouting completed"
"488efcd3-e234-567a-95c1-c70087ed006e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"82540d93-1f7c-4a7f-85bd-60a4736ead5f","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 20","Pour 2"
"575404e4-535b-55eb-a523-3ce8d63a6b45","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour"
"7217525b-057a-506b-8e85-4ca5e3175255","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"54d6835d-a347-5085-a89a-3949d58c8cff","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"03da48c1-d6cb-5777-89e3-dc343d06a46c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","Tendon chairing"
"bf01374e-84b4-572b-909b-34c6bf6c7978","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","Grout hose installation"
"d066ee50-70b5-5a02-a073-08dd5fadc88c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"9268526f-e00a-5d67-8029-b893944f4da4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","Pour completed"
"6902e868-2065-5ec0-8aec-f3f2678cd695","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"7914ad57-5bdc-5756-ab53-92407471aed4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"5180db3e-adf0-5d03-a618-50bb246d7a81","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"32f7e5b8-3689-5c98-b01b-0401bd2a9aee","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 20","Pour 2","Initial Stressing"
"46d5ff09-d29a-5d7a-8fcf-8719704ad20d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Initial Stressing","Safe access for initial stressing"
"1bbd4d89-a6d4-5588-804a-8950baf99023","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"e03629e9-90e7-5925-8e60-28e439ba1fb6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Initial Stressing","Anchorage and strands condition"
"17379bb1-0f0e-5ee5-984a-150740d13606","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Initial Stressing","Jack Calibration, current"
"46be8d6e-fded-5e24-b218-9d5ca05328b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Initial Stressing","Initial stressing completed"
"ee8ce0b5-260e-56fb-bad8-ab5c718bab5f","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 20","Pour 2","Final Stressing"
"dc2ff292-8665-51bc-bb57-0ef4ebe98632","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Final Stressing","Safe access for final stressing"
"df1678dd-ad6a-5af0-8386-85dd9c55f937","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"bee0a6c4-e8f1-5e62-8396-3c95886c39bc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Final Stressing","Anchorage and strands condition"
"71903479-7994-5bb7-a011-72edafe5d669","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Final Stressing","Jack Calibration, current"
"565610ae-4335-5359-8d83-a7fa4b4552e6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Final Stressing","Final stressing completed"
"0cefdd6f-31c4-5a2f-be86-0be35ffdcdf8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"75496355-5fde-5cac-b52b-efe291c58c9c","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 20","Pour 2","Grouting"
"a999e843-42b0-54e9-8c29-df6c0523bfe9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Grouting","Safe access for grouting"
"864a90f9-8c22-5052-bf0e-dcdf3bc30a27","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Grouting","Anchor pockets cut and sealed"
"0e324c61-2a76-5640-87d6-d57cd99b8172","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Grouting","Grout hoses condition"
"53f620fd-7598-53ad-8d54-f451e8c8fc3d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Grouting","Grouting completed"
"2dd95b76-0bb1-55d3-9fe9-edbf7eaac2da","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 20","Pour 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"c7ca31a9-8745-458c-b5d3-e3b66dc1c710","","not-started","","folder","TRUE","FALSE","Site QA","Tower","Level 21"
"c75cb7b3-5af3-4e0d-9af7-9290a68f6f94","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 21","Pour 1"
"a6e265a4-fed7-5d26-98c7-1d2123007878","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour"
"7d776fc4-67fa-5401-8d99-414e57e00871","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"808cad4d-9915-57af-8633-b4fe3848f19e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","Anchor and dead-end setup"
"7b31a880-d562-5af9-b473-67d5a9933a00","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","Tendon chairing"
"d536f7dc-eaab-5d45-9bfd-43723bf3129e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","Grout hose installation"
"8786c960-f62d-5e13-ae78-269375a91fe2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"a9ef211c-d1f0-511a-9aeb-fb3fcb0b7580","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","Pour completed"
"caf3785d-2554-5865-b609-93043a541223","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"ae2d95f5-ae9c-55c3-9f89-7bab184406ad","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"096e09f7-82e3-5c07-9fe3-f37adfcc7150","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"40895198-8fe4-5155-b8c3-d3065824125b","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 1","Initial Stressing"
"8d3791fd-af90-5c19-beb0-91b1508eeb11","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Initial Stressing","Safe access for initial stressing"
"6034d695-f6c0-5be5-b802-f433a5de4bf5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"7dc9ce55-467f-591b-bc77-ab1af7115347","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Initial Stressing","Anchorage and strands condition"
"5d339a6d-a042-5a8d-b6b6-9a543f3e7715","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Initial Stressing","Jack Calibration, current"
"d2a98569-75b7-517b-99e1-3febcdfb3a33","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Initial Stressing","Initial stressing completed"
"d19785bc-acf6-567f-b1a8-ae5a08ad9aae","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 1","Final Stressing"
"628eaf56-ffc5-58ac-a94d-96f45aee3c7b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Final Stressing","Safe access for final stressing"
"1f6b9486-7731-54be-94d1-811def3be115","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"cd4920d0-247a-5119-8dfe-531c0ba45be4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Final Stressing","Anchorage and strands condition"
"bfe7d946-5040-5729-ace3-9be77198271b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Final Stressing","Jack Calibration, current"
"58069e27-90a9-5b54-90be-100bf1be2a0c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Final Stressing","Final stressing completed"
"60a51824-8032-5098-9e70-1fe44ea332a5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"1c99bf40-5d64-5de1-a207-6d14963cc2c0","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 1","Grouting"
"e332b0f8-0b7e-5cfc-98a5-6129082e2632","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Grouting","Safe access for grouting"
"9b8292f8-2200-5f54-a749-59a91833eddc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Grouting","Anchor pockets cut and sealed"
"ad911414-5f56-5790-ac55-e3c44c94410a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Grouting","Grout hoses condition"
"2979be8b-1bba-5282-ac49-181b0556ead1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Grouting","Grouting completed"
"66f4e043-084f-5f8a-96c0-a67436a25c6f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"29588c1d-3191-4fa3-9204-2f700cc019ba","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 21","Pour 2"
"148f6c4f-a19f-5971-a870-e07482fdf8b2","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour"
"6d309e59-0217-5562-b9c4-dade1022f300","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"4c6ff66f-46a1-5a2f-930b-3f814aa8d255","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"74c12350-f64e-5fe5-9847-51f1c609a79c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","Tendon chairing"
"02072def-7117-518d-b92a-b60be86cd00a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","Grout hose installation"
"40fdf9a7-6473-5890-b66f-7707162f5b16","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"85ae2a0f-7a28-54d0-9c5e-ab2a0cb570af","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","Pour completed"
"f92fbe64-a156-537c-b33d-51fefc9bb367","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"a46caee7-45ab-57f3-bdce-66bb3e0c4f8c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"245f7eaf-ee64-52ad-a30b-1f00dee9d39e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"d04060b7-24ea-5fc2-a215-80e71c40703a","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 2","Initial Stressing"
"1da3849a-c09c-5ff0-a87b-17d4a70d8aa0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Initial Stressing","Safe access for initial stressing"
"de691e10-051f-5762-9c5c-2bd590dbcd90","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"6d05a96d-fcf2-554d-9a48-03bda487dd4a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Initial Stressing","Anchorage and strands condition"
"68d6c8e7-e43e-5fef-a3cd-5f520718fbe4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Initial Stressing","Jack Calibration, current"
"fdd54c60-2aca-5c2a-9ea0-8ff41e7c3cba","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Initial Stressing","Initial stressing completed"
"4d306689-d322-5bea-905f-531273009383","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 2","Final Stressing"
"58b1d76a-a8dc-52cb-b9f8-bec36ccb9bc5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Final Stressing","Safe access for final stressing"
"739baaf8-460f-5cbb-95ba-ef7deead9f97","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"2720dd21-04cb-52d3-b6c2-34eb43afebdf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Final Stressing","Anchorage and strands condition"
"0f8ebf13-cc40-531b-ab85-33afed7c5c18","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Final Stressing","Jack Calibration, current"
"702e1afb-7565-51e9-b882-f8e7d1dad75f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Final Stressing","Final stressing completed"
"a45b568b-ff5c-5077-9fe5-6b1316a1f72a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"2356be1a-5c10-563b-aff4-81736775b923","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 21","Pour 2","Grouting"
"c58097db-16a8-5e6e-954d-42048028553b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Grouting","Safe access for grouting"
"0659a386-6d1e-5cb2-96b2-cec0b634b818","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Grouting","Anchor pockets cut and sealed"
"e2564296-71ca-5531-beeb-f699198d1d42","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Grouting","Grout hoses condition"
"30acc885-83c0-54b1-8a47-a0ec72505df3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Grouting","Grouting completed"
"3f5ec4b7-8656-5f38-9f8c-105bd36de545","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 21","Pour 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"b508459a-f215-4453-a5b2-abc8ff9c0cd3","","not-started","","folder","TRUE","FALSE","Site QA","Tower","Level 22"
"645b7053-a1fa-4723-a7fa-1e5300d87376","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 22","Pour 1"
"a902ffa0-2e52-5ee6-94db-435929151926","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour"
"704d46d9-e80c-518c-bf6f-703d352a08f0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"60e2a87d-360f-5737-9f12-c95113c06902","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","Anchor and dead-end setup"
"f4543dbe-38c1-5c66-8ff3-0ba25e9b4228","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","Tendon chairing"
"f722d0a3-529b-590e-9d9c-fa4a16664324","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","Grout hose installation"
"110b17ea-313c-5412-a0fc-e70ab571a518","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"f7f8b440-a17a-5077-9e9b-635e83b78b19","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","Pour completed"
"e2305fe8-3508-5fe8-95c3-92aad567391c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"ed404baf-cca8-519e-a0b3-c73cd799ec54","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"03dffb65-99fe-5f4a-b475-091d008cbcd4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"bd88d30c-f3bc-585d-bf5b-365a0737dbcb","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 22","Pour 1","Initial Stressing"
"3d403661-2d29-5d43-b2f6-75841a8f322a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Initial Stressing","Safe access for initial stressing"
"c7b1d12e-5f86-5eca-8696-5c938eef0e56","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"86118d20-960b-54e8-a7d3-c8b9550337e2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Initial Stressing","Anchorage and strands condition"
"6e89a517-c0c1-5ce3-8b2e-7d9bdf453cf7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Initial Stressing","Jack Calibration, current"
"32257466-8265-5f35-9424-68e3db4f71e7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Initial Stressing","Initial stressing completed"
"2e06638a-782e-57e4-9a65-8a7a58443990","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 22","Pour 1","Final Stressing"
"f9e531d1-d642-5cd3-98d5-f8fd197f272b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Final Stressing","Safe access for final stressing"
"1aa9dc6c-2a34-5b83-99ee-ffd1a3445825","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"b29a379b-949e-5570-9002-a20642ea1138","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Final Stressing","Anchorage and strands condition"
"d50868f3-1194-57e9-aa5b-fd9a261ef39e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Final Stressing","Jack Calibration, current"
"f2afec92-120f-54a9-9bb2-263d12b9850a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Final Stressing","Final stressing completed"
"40e58880-a2ab-5845-8afd-6da9c073357a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"cca062c3-9f69-518a-b615-3444c7fba05e","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 22","Pour 1","Grouting"
"9970536d-fdbf-5a33-9160-329852fdeca6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Grouting","Safe access for grouting"
"476f1180-2560-5e66-89a6-e6232f990483","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Grouting","Anchor pockets cut and sealed"
"7c90be47-cbf1-5c19-adf4-ea89c4bf993f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Grouting","Grout hoses condition"
"2d86d514-6b93-5d60-94a4-2505269047ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Grouting","Grouting completed"
"59844be6-c85b-5d80-ac44-6e2f1ac260b4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"1525fe16-221a-4eb9-9fb0-d110fe1fa39c","","not-started","ITP TC01 Pre-Pour Inspection","checklist","FALSE","FALSE","Site QA","Tower","Level 22","Pour 2"
"bb299dee-d454-5a18-a4e4-51b5c3ae8a99","","not-started","","section","FALSE","FALSE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour"
"350fe7af-dc80-523c-9d68-399b88e8f991","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"9af1fcc0-6468-5207-bac9-a06ac810346c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"1b3a718b-86a9-57d6-8d46-2461e178f54b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","Tendon chairing"
"d01c3a22-95a1-5b49-aae6-96947c6caf37","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","Grout hose installation"
"d53e1c14-1dfb-5402-829c-79e4adfe76f1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"206e8750-617c-51d8-9ad5-36b2be65872e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","Pour completed"
"9a065efb-86c7-5143-8a70-f148f7121b99","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"4d7eda21-4cc3-5d3a-b3f2-b778d619d2a5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Tower","Level 22","Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
